"","x","x1","rating","plan","abbreviation","type","ncqa","consumersat","prevention","treatment","instype","plantype"
"242",313,1814,4,"Humana Medical Plan - Florida","FL","HMO","Yes",3,4,3.5,"Medicare","Humana"
"243",314,1914,4,"Optimum Healthcare","FL","HMO","Yes",2.5,3.5,4,"Medicare","Other"
"244",315,2012,3.5,"CarePlus Health Plans","FL","HMO","No",3.5,4,3.5,"Medicare","Other"
"245",316,2112,3.5,"Freedom Health","FL","HMO","Yes",2.5,3.5,3.5,"Medicare","Other"
"246",317,2211,3.5,"Health Options","FL","HMO","Yes",4,3,3,"Medicare","Other"
"247",318,2311,3.5,"HealthSun Health Plans","FL","HMO","No",4,2.5,3.5,"Medicare","Other"
"248",319,2410,3.5,"Humana Health Insurance of Florida","FL","PPO","No",3.5,4,3.5,"Medicare","Humana"
"249",320,259,3.5,"Medica Healthcare Plans","FL","HMO/POS","No (In process)",4.5,3,3,"Medicare","Medica"
"250",321,269,3.5,"Preferred Care Partners Health Plan","FL","HMO/POS","Yes (Interim)",4,3,2.5,"Medicare","Other"
"251",322,277,3.5,"UnitedHealthcare Insurance","FL","PPO","Yes",3,3.5,3,"Medicare","United"
"252",323,286,3.5,"UnitedHealthcare Insurance","FL","PPO","Yes",3,3,3,"Medicare","United"
"253",325,926,3.5,"Coventry Health Care of Florida","FL","HMO","Yes",3.5,3,3,"Medicaid","Coventry"
"254",326,1025,3.5,"Humana Medical Plan - Florida","FL","HMO","Yes",2.5,3.5,3,"Medicaid","Humana"
"255",327,1123,3.5,"WellCare of Florida","FL","HMO","Yes",3,3,3,"Medicaid","WellCare"
"256",328,1222,3,"AMERIGROUP Florida","FL","HMO","No",3,3,3,"Medicaid","Other"
"257",329,1321,3,"Molina Healthcare of Florida","FL","HMO","Yes",3,2.5,2.5,"Medicaid","Molina"
"258",330,1420,3,"Sunshine Health Plan","FL","HMO","Yes",2.5,2.5,2.5,"Medicaid","Other"
"259",331,1520,3,"UnitedHealthcare Community Plan","FL","HMO","Yes",3,2.5,2.5,"Medicaid","United"
"260",338,927,4.5,"Kaiser Foundation Health Plan of Georgia","GA","HMO","Yes",3.5,4.5,4,"Commercial","Kaiser"
"261",339,1026,3.5,"Aetna Health (Georgia)","GA","HMO/POS","Yes",3,2.5,3,"Commercial","Aetna"
"262",340,1124,3.5,"Blue Cross Blue Shield Healthcare Plan of Georgia","GA","HMO/POS","Yes",3,3,3,"Commercial","Blue"
"263",341,1223,3,"Aetna Life Insurance Company (Georgia)","GA","PPO","Yes",3.5,2.5,2.5,"Commercial","Aetna"
"264",342,1322,3,"Cigna Health and Life Insurance","GA","PPO","Yes",2.5,3,2.5,"Commercial","Cigna"
"265",343,1421,3,"Connecticut General Life Insurance (Cigna)","GA","PPO","Yes",2.5,3,2.5,"Commercial","Connecticut General"
"266",344,1521,3,"Coventry Health Care of Georgia","GA","HMO/POS","Yes",2.5,2.5,2,"Commercial","Coventry"
"267",345,1618,3,"Humana Employers Health Plan of Georgia","GA","HMO/POS","Yes",2.5,3,2.5,"Commercial","Humana"
"268",346,1717,3,"United HealthCare Services","GA","PPO","Yes",3,2.5,2,"Commercial","United"
"269",347,1816,3,"UnitedHealthcare Insurance","GA","PPO","Yes",3,2.5,2,"Commercial","United"
"270",348,1916,2.5,"Blue Cross Blue Shield of Georgia","GA","PPO","Yes",3,2,1.5,"Commercial","Blue"
"271",349,2014,2.5,"United Healthcare Insurance","GA","PPO","Yes",2.5,1.5,2,"Commercial","United"
"272",350,2114,2.5,"UnitedHealthcare of Georgia","GA","HMO/POS","Yes",2.5,2,1.5,"Commercial","United"
"273",351,2212,2,"Cigna HealthCare of Georgia","GA","HMO/POS","Yes",2.5,2,NA,"Commercial","Cigna"
"274",355,928,5,"Kaiser Foundation Health Plan of Georgia","GA","HMO","Yes",4.5,4.5,4,"Medicare","Kaiser"
"275",356,1027,4,"Aetna Life Insurance Company (Georgia)","GA","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"276",357,1125,4,"Aetna Life Insurance Company (Pennsylvania)","GA","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"277",358,1224,3.5,"Aetna Health (Georgia)","GA","HMO","Yes",3,3,3,"Medicare","Aetna"
"278",359,1323,3.5,"Humana Employers Health Plan of Georgia","GA","HMO","Yes",3.5,2.5,2.5,"Medicare","Humana"
"279",360,1422,3.5,"Humana Insurance (Ohio)","GA","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
"280",361,1522,3.5,"UnitedHealthcare Insurance","GA","PPO","Yes",3,3.5,3,"Medicare","United"
"281",362,1619,3,"HealthSpring Life and Health (H2165)","GA","HMO","No",3.5,3,2.5,"Medicare","HealthSpring"
"282",363,1718,3,"Humana Insurance","GA","PPO","No",4,3,3,"Medicare","Humana"
"283",364,1817,3,"UnitedHealthcare Insurance","GA","HMO","Yes",2.5,2.5,2.5,"Medicare","United"
"284",365,1917,2.5,"Care Improvement Plus South Central Insurance (H6528)","GA","PPO","No",2.5,2.5,2,"Medicare","Care Improvement"
"285",366,2015,2.5,"Care Improvement Plus South Central Insurance (R3444)","GA","PPO","No",3,2.5,2,"Medicare","Care Improvement"
"286",367,2115,2.5,"Care Improvement Plus South Central Insurance (R9896)","GA","PPO","No",3,3,2.5,"Medicare","Care Improvement"
"287",368,2213,2.5,"Coventry Health Care of Georgia","GA","HMO","No",3,2,2,"Medicare","Coventry"
"288",369,2313,2.5,"UnitedHealthcare Insurance †","GA","PPO","No",2,2,2.5,"Medicare","United"
"289",370,2412,2.5,"WellCare of Georgia","GA","HMO/POS","Yes",2.5,2,2,"Medicare","WellCare"
"290",371,2511,2,"HealthSpring Life and Health (H7811)","GA","HMO","No",2.5,2,2,"Medicare","HealthSpring"
"291",376,929,3.5,"Peach State Health Plan","GA","HMO","Yes",3,3.5,2.5,"Medicaid","Other"
"292",377,1028,3.5,"WellCare of Georgia","GA","HMO","Yes",3.5,3,2.5,"Medicaid","WellCare"
"293",378,1126,3,"AmeriGroup Georgia Managed Care","GA","HMO","Yes",3,3,2.5,"Medicaid","Other"
"294",379,930,4.5,"Hawaii Medical Service Association (Federal Plan 87)","HI","HMO/POS","Yes",5,3.5,3.5,"Commercial","Other"
"295",380,1029,4.5,"Kaiser Foundation Health Plan - Hawaii","HI","HMO","Yes",3,4.5,4,"Commercial","Kaiser"
"296",381,1127,4,"Hawaii Medical Service Association","HI","HMO/POS","Yes",3.5,3.5,3,"Commercial","Other"
"297",382,1225,4,"Hawaii Medical Service Association","HI","PPO","Yes",4,3.5,3,"Commercial","Other"
"298",383,1324,2.5,"United Healthcare Insurance","HI","PPO","Yes",2.5,1.5,2,"Commercial","United"
"299",390,931,4.5,"Kaiser Foundation Health Plan - Hawaii","HI","HMO","Yes",4,4.5,4.5,"Medicare","Kaiser"
"300",391,1030,4,"Aetna Life Insurance Company (Hawaii)","HI","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"301",392,1128,4,"Aetna Life Insurance Company (Pennsylvania)","HI","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"302",393,1226,3.5,"CHA HMO (Hawaii/Iowa)","HI","HMO","No",3.5,4,3.5,"Medicare","Other"
"303",394,1325,3.5,"Hawaii Medical Service Association (H3832)","HI","PPO","Yes",3,3.5,3,"Medicare","Other"
"304",395,1424,3.5,"Humana Insurance (Ohio)","HI","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
"305",396,1524,3.5,"UnitedHealthcare Insurance","HI","PPO","Yes",3,3.5,3,"Medicare","United"
"306",397,1621,3.5,"UnitedHealthcare Insurance","HI","PPO","Yes",2.5,2.5,3,"Medicare","United"
"307",398,1720,3,"UnitedHealthcare Insurance (Regional)","HI","PPO","Yes",2.5,2,3,"Medicare","United"
"308",399,1819,3,"WellCare Health Insurance of Arizona","HI","POS","Yes",2,2,2.5,"Medicare","WellCare"
"309",400,1919,2,"AlohaCare †","HI","HMO","No",2.5,2,2,"Medicare","Other"
"310",401,932,5,"Kaiser Foundation Health Plan - Hawaii","HI","HMO","Yes",4,4.5,4,"Medicaid","Kaiser"
"311",402,1031,3.5,"WellCare Health Insurance of Arizona (Aged, Blind and Disabled)","HI","HMO","Yes",3.5,2.5,3.5,"Medicaid","WellCare"
"312",403,1129,3,"Hawaii Medical Service Association","HI","HMO","Yes",2.5,2.5,2.5,"Medicaid","Other"
"313",404,1227,3,"WellCare Health Insurance of Arizona (AZ Medicaid)","HI","HMO","Yes",2.5,2,2.5,"Medicaid","WellCare"
"314",405,1326,2.5,"UnitedHealthcare Community Plan HI QExA","HI","HMO","Yes",2.5,1,3,"Medicaid","United"
"315",406,1425,2.5,"UnitedHealthcare Community Plan HI QExA (Quest)","HI","HMO","Yes",2.5,1.5,2.5,"Medicaid","United"
"316",407,1525,2,"AlohaCare","HI","HMO","Yes (Interim)",2.5,2,2,"Medicaid","Other"
"317",408,933,4,"Group Health Cooperative","ID","HMO","Yes",2.5,4,4,"Commercial","Group Health"
"318",409,1032,4,"SelectHealth","ID","HMO/POS","Yes",3,3.5,3.5,"Commercial","Other"
"319",410,1130,3.5,"Altius Health Plans","ID","HMO/POS","Yes",3,2.5,3,"Commercial","Other"
"320",411,1228,3.5,"Group Health Options","ID","HMO/POS","Yes",1.5,3.5,3.5,"Commercial","Group Health"
"321",412,1327,3,"United HealthCare Services","ID","PPO","Yes",3,2,2.5,"Commercial","United"
"322",413,1426,3,"UnitedHealthcare Insurance","ID","PPO","Yes",3,2,2.5,"Commercial","United"
"323",414,1526,2.5,"Aetna Life Insurance Company (Idaho)","ID","PPO","Yes",3,2,2.5,"Commercial","Aetna"
"324",415,1622,2.5,"PacificSource Health Plans - Idaho","ID","PPO","Yes",2,2,2,"Commercial","Other"
"325",416,1721,2.5,"Regence BlueShield of Idaho","ID","PPO","No (Scheduled)",2.5,2.5,2.5,"Commercial","Blue"
"326",417,1820,2.5,"United Healthcare Insurance","ID","PPO","Yes",2.5,1.5,2,"Commercial","United"
"327",424,934,4.5,"Group Health Cooperative","ID","HMO","Yes",4,4.5,4,"Medicare","Group Health"
"328",425,1033,4,"Aetna Life Insurance Company (Pennsylvania)","ID","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"329",426,1131,4,"SelectHealth","ID","POS","No",4.5,3.5,3.5,"Medicare","Other"
"330",427,1229,3.5,"Blue Cross of Idaho Health Services","ID","HMO","No",4,3,3,"Medicare","Blue"
"331",428,1328,3.5,"Humana Health Plan - Kentucky","ID","HMO","Yes",3,3,3,"Medicare","Humana"
"332",429,1427,3.5,"Humana Insurance (Ohio)","ID","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
"333",430,1527,3.5,"PacificSource","ID","HMO/POS","No",4,3.5,3,"Medicare","Other"
"334",431,1623,3.5,"UnitedHealthcare Insurance","ID","PPO","Yes",3,3.5,3,"Medicare","United"
"335",432,1722,3.5,"UnitedHealthcare Insurance","ID","PPO","Yes",4,2.5,3,"Medicare","United"
"336",433,1821,3,"PacificSource","ID","PPO","No",3.5,2,3,"Medicare","Other"
"337",434,1921,3,"Regence BlueShield of Idaho","ID","PPO","No (Scheduled)",3.5,3,3,"Medicare","Blue"
"338",435,2017,2.5,"Blue Cross of Idaho Health Services","ID","PPO","No",3.5,1.5,2.5,"Medicare","Blue"
"339",437,935,4,"Health Alliance Medical Plans","IL","HMO/POS","Yes",3,3.5,3.5,"Commercial","Health Alliance"
"340",438,1034,4,"Medical Associates Health Plan","IL","HMO/POS","Yes",4,3,4,"Commercial","Other"
"341",439,1132,3.5,"Aetna Life Insurance Company (Illinois)","IL","PPO","Yes",3,3,3,"Commercial","Aetna"
"342",440,1230,3.5,"Cigna Health and Life Insurance","IL","PPO","Yes",2.5,3.5,3.5,"Commercial","Cigna"
"343",441,1329,3.5,"Connecticut General Life Insurance (Cigna)","IL","PPO","Yes",2.5,3.5,3.5,"Commercial","Connecticut General"
"344",442,1428,3.5,"Coventry Health Care of Illinois","IL","HMO/POS","Yes",3.5,2.5,3.5,"Commercial","Coventry"
"345",443,1528,3.5,"Coventry Health Care of Missouri","IL","HMO/POS","Yes",4,3,3,"Commercial","Coventry"
"346",444,1624,3.5,"Health Alliance Medical Plans","IL","PPO","Yes",2.5,3.5,3,"Commercial","Health Alliance"
"347",445,1723,3.5,"HMO Illinois and Blue Advantage HMO","IL","HMO","Yes",3,3,3.5,"Commercial","Blue"
"348",446,1822,3.5,"Humana Benefit Plan of Illinois","IL","HMO","No",4.5,NA,NA,"Commercial","Humana"
"349",447,1922,3.5,"Humana Health Plan - Chicago Market","IL","HMO/POS","Yes",3,2.5,3,"Commercial","Humana"
"350",448,2018,3.5,"Humana Insurance (Illinois)","IL","PPO","Yes",3.5,3,3,"Commercial","Humana"
"351",450,2215,3,"Aetna Health (Pennsylvania) -Illinois","IL","HMO/POS","Yes",1.5,2.5,2.5,"Commercial","Aetna"
"352",451,2315,3,"Coventry Health and Life Insurance Company (Illinois)","IL","PPO","Yes",3.5,2,3,"Commercial","Coventry"
"353",452,2414,3,"Coventry Health and Life Insurance Company (Missouri)","IL","PPO","Yes",3.5,2.5,2.5,"Commercial","Coventry"
"354",453,2512,3,"Coventry Health Care of Illinois","IL","PPO","Yes",3.5,2,3,"Commercial","Coventry"
"355",454,2611,3,"Humana Health Plan","IL","HMO/POS","Yes",1.5,3,2.5,"Commercial","Humana"
"356",455,279,3,"United HealthCare Services","IL","PPO","Yes",3,2.5,3,"Commercial","United"
"357",456,288,3,"UnitedHealthcare Insurance","IL","PPO","Yes",3,2.5,3,"Commercial","United"
"358",458,936,5,"Medical Associates Health Plan","IL","HMO","Yes",5,4.5,4,"Medicare","Other"
"359",459,1035,4.5,"Health Alliance Medical Plans","IL","HMO","Yes",4,4.5,3.5,"Medicare","Health Alliance"
"360",460,1133,4.5,"Humana Benefit Plan of Illinois","IL","HMO","Yes",4,4,4,"Medicare","Humana"
"361",461,1231,4,"Aetna Life Insurance Company (Illinois)","IL","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"362",462,1330,4,"Aetna Life Insurance Company (Pennsylvania)","IL","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"363",463,1429,4,"Essence Healthcare","IL","HMO","No",5,4.5,3.5,"Medicare","Other"
"364",464,1529,4,"Health Alliance Medical Plans","IL","PPO","Yes",4.5,3.5,3,"Medicare","Health Alliance"
"365",465,1625,4,"Humana Health Plan","IL","HMO","Yes",3.5,3.5,3.5,"Medicare","Humana"
"366",466,1724,4,"Humana Health Plan - Chicago Market","IL","HMO","Yes",3,3,3.5,"Medicare","Humana"
"367",467,1823,3.5,"Coventry Health Care of Illinois","IL","PPO","No",3.5,3,3.5,"Medicare","Coventry"
"368",468,1923,3.5,"Coventry Health Care of Missouri (H2663)","IL","HMO/POS","No",3.5,4.5,3.5,"Medicare","Coventry"
"369",469,2019,3.5,"Coventry Health Care of Missouri (H2667)","IL","HMO/POS","No",4,4.5,3.5,"Medicare","Coventry"
"370",470,2118,3.5,"HealthSpring of Tennessee (H4454)","IL","HMO","No",3.5,4,3.5,"Medicare","HealthSpring"
"371",471,2216,3.5,"Humana Benefit Plan of Illinois","IL","PPO","No",3.5,3.5,3,"Medicare","Humana"
"372",472,2316,3.5,"Humana Insurance (Illinois)","IL","PPO","Yes",3,2.5,3,"Medicare","Humana"
"373",473,2415,3.5,"Humana Insurance (KS, MO)","IL","PPO","Yes",3.5,3,3,"Medicare","Humana"
"374",474,2513,3.5,"United Healthcare Insurance","IL","PPO","Yes",3.5,3.5,3,"Medicare","United"
"375",475,2612,3.5,"UnitedHealthcare Insurance","IL","PPO","Yes",3,3.5,3,"Medicare","United"
"376",476,2710,3.5,"UnitedHealthcare of the Midwest","IL","HMO/POS","Yes",3.5,3,3,"Medicare","United"
"377",477,289,3,"Blue Cross and Blue Shield of Illinois/Blue Cross Blue Shield of New Mexico (H3822)","IL","HMO","No",3,3.5,2.5,"Medicare","Blue"
"378",479,937,4,"Meridian Health Plan of Illinois","IL","HMO","Yes",3,3.5,3,"Medicaid","Other"
"379",480,1036,2.5,"Harmony Health Plan of Illinois","IL","HMO","Yes",1.5,2,2,"Medicaid","Other"
"380",481,1134,2.5,"Molina Healthcare of Illinois","IL","HMO","No",2.5,NA,2.5,"Medicaid","Molina"
"381",482,1232,2,"Aetna Better Health","IL","HMO","No",3,NA,2.5,"Medicaid","Aetna"
"382",489,938,3.5,"Aetna Health (Pennsylvania) - Ohio","IN","HMO/POS","Yes",3,3,3,"Commercial","Aetna"
"383",490,1037,3.5,"Aetna Life Insurance Company (Indiana)","IN","PPO","Yes",3.5,2.5,2.5,"Commercial","Aetna"
"384",491,1135,3.5,"Anthem Blue Cross and Blue Shield in Indiana","IN","HMO","Yes",4,2.5,3,"Commercial","Anthem"
"385",492,1233,3.5,"Anthem Blue Cross and Blue Shield in Indiana","IN","PPO","Yes",2.5,3.5,3,"Commercial","Anthem"
"386",493,1332,3.5,"HMO Illinois and Blue Advantage HMO","IN","HMO","Yes",3,3,3.5,"Commercial","Blue"
"387",494,1431,3,"ADVANTAGE Health Solutions","IN","HMO/POS","Yes",3,3,2.5,"Commercial","Other"
"388",495,1531,3,"Aetna Health (Pennsylvania) -Illinois","IN","HMO/POS","Yes",1.5,2.5,2.5,"Commercial","Aetna"
"389",496,1627,3,"Humana Health Plan","IN","HMO/POS","Yes",1.5,3,2.5,"Commercial","Humana"
"390",497,1726,3,"United HealthCare Services","IN","PPO","Yes",3,2,2.5,"Commercial","United"
"391",498,1825,3,"UnitedHealthcare Insurance","IN","PPO","Yes",3,2,2.5,"Commercial","United"
"392",499,1924,2,"Cigna Health and Life Insurance","IN","PPO","Yes",3,1.5,1.5,"Commercial","Cigna"
"393",500,2020,2,"Connecticut General Life Insurance (Cigna)","IN","PPO","Yes",3,1.5,1.5,"Commercial","Connecticut General"
"394",506,939,4,"Aetna Life Insurance Company (Indiana)","IN","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"395",507,1038,4,"Aetna Life Insurance Company (Pennsylvania)","IN","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"396",508,1136,4,"Humana Health Plan","IN","HMO","Yes",3.5,3.5,3.5,"Medicare","Humana"
"397",509,1234,3.5,"Humana Health Plan - Kentucky","IN","HMO","Yes",3,3,3,"Medicare","Humana"
"398",510,1333,3.5,"Humana Insurance (Ohio)","IN","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
"399",511,1432,3.5,"Indiana University Health Plans","IN","HMO/POS","No",4.5,4,3.5,"Medicare","Other"
"400",512,1532,3.5,"UnitedHealthcare Insurance","IN","PPO","Yes",3,3.5,3,"Medicare","United"
"401",513,1628,3,"ADVANTAGE Health Solutions","IN","HMO","No",3,3,3,"Medicare","Other"
"402",514,1727,3,"Humana Insurance","IN","PPO","No",4,3,3,"Medicare","Humana"
"403",515,1826,3,"Humana Insurance (Indiana)","IN","PPO","No",4,3,3,"Medicare","Humana"
"404",516,1925,2.5,"ADVANTAGE Health Solutions","IN","PPO","No",3,2.5,2.5,"Medicare","Other"
"405",517,2021,2.5,"Care Improvement Plus South Central Insurance (H6528)","IN","PPO","No",2.5,2.5,2,"Medicare","Care Improvement"
"406",518,2120,2.5,"Care Improvement Plus South Central Insurance (R3444)","IN","PPO","No",3,2.5,2,"Medicare","Care Improvement"
"407",519,2218,2.5,"Care Improvement Plus South Central Insurance (R9896)","IN","PPO","No",3,3,2.5,"Medicare","Care Improvement"
"408",520,2318,2,"Care Improvement Plus of Texas (H0084)","IN","PPO","No",2.5,2,2,"Medicare","Care Improvement"
"409",521,2417,2,"Care Improvement Plus of Texas (R6801)","IN","PPO","No",2.5,2,2,"Medicare","Care Improvement"
"410",526,940,4,"MDwise","IN","HMO","Yes",3.5,4,3,"Medicaid","Other"
"411",527,1039,3.5,"Anthem Blue Cross and Blue Shield in Indiana","IN","HMO","Yes",3,3.5,2.5,"Medicaid","Anthem"
"412",528,1137,3.5,"Managed Health Services","IN","HMO","Yes",4,3,2.5,"Medicaid","Other"
"413",529,941,4.5,"Gundersen Health Plan","IA","HMO","Yes",3.5,3.5,4,"Commercial","Other"
"414",530,1040,4.5,"HealthPartners Administrators","IA","HMO/POS/PPO","Yes",4,4,4.5,"Commercial","Other"
"415",531,1138,4,"Health Alliance Midwest","IA","HMO/POS","Yes",3,3.5,3.5,"Commercial","Health Alliance"
"416",532,1235,4,"Medical Associates Health Plan","IA","HMO/POS","Yes",4,3,4,"Commercial","Other"
"417",533,1334,4,"Sanford Health Plan","IA","HMO","Yes",3,3,4,"Commercial","Other"
"418",534,1433,4,"Wellmark Health Plan of Iowa","IA","HMO/POS","Yes",3.5,3.5,4,"Commercial","Other"
"419",535,1533,3.5,"Coventry Health Care of Iowa","IA","HMO/POS","Yes",3.5,2.5,3.5,"Commercial","Coventry"
"420",536,1629,3.5,"Health Alliance Midwest","IA","PPO","Yes",2.5,3.5,3,"Commercial","Health Alliance"
"421",537,1728,3.5,"United HealthCare Services","IA","PPO","Yes",3.5,3.5,3,"Commercial","United"
"422",538,1827,3.5,"UnitedHealthcare Insurance","IA","PPO","Yes",3.5,3.5,3,"Commercial","United"
"423",539,1926,3,"UnitedHealthcare Plan of the River Valley","IA","HMO/POS","Yes",3,2.5,2.5,"Commercial","United"
"424",540,2022,3,"UnitedHealthCare Services of the River Valley","IA","HMO/POS","Yes",3,2.5,2.5,"Commercial","United"
"425",541,2121,2.5,"Aetna Life Insurance Company (Iowa)","IA","PPO","Yes",3,2,1.5,"Commercial","Aetna"
"426",542,2219,2,"Cigna Health and Life Insurance","IA","PPO","Yes",2.5,1.5,1.5,"Commercial","Cigna"
"427",543,2319,2,"Connecticut General Life Insurance (Cigna)","IA","PPO","Yes",2.5,1.5,1.5,"Commercial","Connecticut General"
"428",548,942,5,"Gundersen Health Plan","IA","HMO","Yes",5,4.5,4,"Medicare","Other"
"429",549,1041,5,"Medical Associates Health Plan","IA","HMO","Yes",5,4.5,4,"Medicare","Other"
"430",550,1139,4.5,"Health Alliance Midwest (H1463)","IA","HMO","Yes",4,4.5,3.5,"Medicare","Health Alliance"
"431",551,1236,4,"Aetna Life Insurance Company (Pennsylvania)","IA","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"432",552,1335,4,"Health Alliance Midwest","IA","PPO","Yes",4.5,3.5,3,"Medicare","Health Alliance"
"433",553,1434,4,"UnitedHealthcare of the Midlands","IA","HMO","Yes",3.5,4,3.5,"Medicare","United"
"434",554,1534,3.5,"CHA HMO (Hawaii/Iowa)","IA","HMO","No",3.5,4,3.5,"Medicare","Other"
"435",555,1630,3.5,"Coventry Health and Life Insurance Company (Iowa)","IA","PPO","No",3.5,3,4,"Medicare","Coventry"
"436",556,1729,3.5,"Coventry Health Care of Iowa","IA","HMO","No",3.5,3,3.5,"Medicare","Coventry"
"437",557,1828,3.5,"Humana Insurance (Illinois)","IA","PPO","Yes",3,2.5,3,"Medicare","Humana"
"438",558,1927,3.5,"Humana Insurance (Ohio)","IA","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
"439",559,2023,3.5,"UnitedHealthcare Insurance","IA","PPO","Yes",3,3.5,3,"Medicare","United"
"440",560,2122,2,"Care Improvement Plus of Texas (H0084)","IA","PPO","No",2.5,2,2,"Medicare","Care Improvement"
"441",561,2220,2,"Care Improvement Plus of Texas (R6801)","IA","PPO","No",2.5,2,2,"Medicare","Care Improvement"
"442",564,943,4,"Meridian Health Plan of Iowa","IA","HMO","Yes",3,3.5,3.5,"Medicaid","Other"
"443",566,944,4,"Blue Cross and Blue Shield of Kansas City, Good Health HMO","KS","HMO","Yes",4,3,3.5,"Commercial","Blue"
"444",567,1043,3.5,"Blue Cross and Blue Shield of Kansas City","KS","PPO","Yes",3.5,2.5,3,"Commercial","Blue"
"445",568,1140,3.5,"Coventry Health Care of Kansas","KS","HMO/POS","Yes",3.5,2.5,3,"Commercial","Coventry"
"446",569,1237,3.5,"Humana Health Plan - Kansas City","KS","HMO/POS","Yes",4.5,2.5,2.5,"Commercial","Humana"
"447",571,1435,3,"Humana Health Plan","KS","HMO/POS","Yes",1.5,3,2.5,"Commercial","Humana"
"448",572,1535,3,"Humana Insurance (KS, MO)","KS","PPO","Yes",2,2.5,2.5,"Commercial","Humana"
"449",573,1631,2.5,"Cigna Health and Life Insurance","KS","PPO","Yes",3,1.5,NA,"Commercial","Cigna"
"450",574,1730,2.5,"Connecticut General Life Insurance (Cigna)","KS","PPO","Yes",3,1.5,NA,"Commercial","Connecticut General"
"451",575,1829,2.5,"United HealthCare Services","KS","PPO","Yes",2.5,1.5,2.5,"Commercial","United"
"452",576,1928,2.5,"UnitedHealthcare Insurance","KS","PPO","Yes",2.5,1.5,2.5,"Commercial","United"
"453",577,2024,2,"Aetna Life Insurance Company (Kansas)","KS","PPO","Yes",3,1.5,1.5,"Commercial","Aetna"
"454",578,2123,2,"Cigna HealthCare of St. Louis","KS","HMO/POS","Yes",3,1.5,NA,"Commercial","Cigna"
"455",579,2221,2,"Coventry Health and Life Insurance Company (Kansas)","KS","PPO","Yes",2.5,1.5,1.5,"Commercial","Coventry"
"456",580,2321,2,"Sierra Health & Life","KS","PPO","Yes",1.5,1.5,1.5,"Commercial","Other"
"457",584,945,4,"Aetna Health (Pennsylvania)","KS","HMO","Yes",3.5,4,3,"Medicare","Aetna"
"458",585,1044,4,"Aetna Health (Pennsylvania) - Missouri","KS","HMO","Yes",3.5,4,3,"Medicare","Aetna"
"459",586,1141,4,"Aetna Life Insurance Company (Kansas)","KS","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"460",587,1238,4,"Aetna Life Insurance Company (Pennsylvania)","KS","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"461",588,1337,4,"Humana Health Plan","KS","HMO","Yes",3.5,3.5,3.5,"Medicare","Humana"
"462",589,1436,4,"Humana Health Plan - Kansas City","KS","HMO","Yes",3.5,3.5,3.5,"Medicare","Humana"
"463",590,1536,4,"UnitedHealthcare Insurance","KS","HMO","No",4,5,4,"Medicare","United"
"464",591,1632,3.5,"Coventry Health Care of Kansas","KS","HMO","No",3,3.5,3.5,"Medicare","Coventry"
"465",592,1731,3.5,"Humana Insurance (KS, MO)","KS","PPO","Yes",3.5,3,3,"Medicare","Humana"
"466",593,1830,3.5,"Humana Insurance (Ohio)","KS","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
"467",594,1929,3.5,"UnitedHealthcare Insurance","KS","HMO/POS","Yes",3,3,3,"Medicare","United"
"468",595,2025,3.5,"UnitedHealthcare Insurance","KS","PPO","Yes",3,3.5,3,"Medicare","United"
"469",596,2124,3,"Coventry Health and Life Insurance Company","KS","PPO","No",3.5,3,3,"Medicare","Coventry"
"470",597,2222,3,"Humana Insurance","KS","PPO","No",4,3,3,"Medicare","Humana"
"471",599,946,2.5,"UnitedHealthcare Community Plan","KS","HMO","Yes (Interim)",3,2.5,2.5,"Medicaid","United"
"472",602,947,3.5,"Aetna Health (Pennsylvania) - Ohio","KY","HMO/POS","Yes",3,3,3,"Commercial","Aetna"
"473",603,1046,3.5,"United HealthCare Services","KY","PPO","Yes",3.5,3,2.5,"Commercial","United"
"474",604,1143,3.5,"UnitedHealthcare Insurance","KY","PPO","Yes",3.5,3,2.5,"Commercial","United"
"475",605,1239,3,"Anthem Blue Cross and Blue Shield in Kentucky","KY","HMO/POS","Yes",3.5,2.5,2,"Commercial","Anthem"
"476",606,1338,3,"Humana Health Plan","KY","HMO/POS","Yes",1.5,3,2.5,"Commercial","Humana"
"477",607,1437,3,"Humana Health Plan - Kentucky","KY","HMO/POS","Yes",2,3,2.5,"Commercial","Humana"
