"","X1","rating","plan","state","type","ncqa","consumersat","prevention","treatment","instype","plantype"
"214",1418,3,"Molina Healthcare of Florida, Inc. Special Project: Managed Medical Assistance","FL","HMO","Yes",3,2.5,2.5,"Medicaid","Molina"
"215",1516,3,"Simply Healthcare Plans, Inc. Special Project / Area: Managed Medical Assistance / State-wide","FL","HMO","No",4.5,NA,2.5,"Medicaid","Other"
"216",1615,3,"UnitedHealthcare of Florida, Inc., dba UnitedHealthcare Community Plan (Florida)","FL","HMO","Yes",3,2.5,2.5,"Medicaid","United"
"217",1714,2.5,"Prestige Health Choice","FL","HMO","No",2,2.5,2.5,"Medicaid","Other"
"218",1814,2.5,"Sunshine Health Plan, Inc.","FL","HMO","Yes",2.5,2,2,"Medicaid","Other"
"219",1913,2,"South Florida Community Care Network","FL","HMO","No",3.5,2.5,1.5,"Medicaid","Other"
"220",927,4.5,"Kaiser Foundation Health Plan of Georgia, Inc.","GA","HMO","Yes",3.5,4.5,4,"Commercial","Kaiser"
"221",1026,3.5,"Aetna Health Inc. (Georgia)","GA","HMO/POS","Yes",4,3,2.5,"Commercial","Aetna"
"222",1123,3.5,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.","GA","HMO/POS","Yes",3,3.5,3,"Commercial","Blue"
"223",1222,3.5,"Cigna Health and Life Insurance Company - Georgia","GA","PPO","Yes",3,3,3,"Commercial","Cigna"
"224",1321,3.5,"Connecticut General Life Insurance Company - Georgia","GA","PPO","Yes",3,3,3,"Commercial","Connecticut General"
"225",1419,3.5,"United Healthcare Services, Inc (Georgia)","GA","PPO","Yes",3,3,2.5,"Commercial","United"
"226",1517,3.5,"UnitedHealthcare Insurance Company (Georgia)","GA","PPO","Yes",3,3,2.5,"Commercial","United"
"227",1616,3,"Aetna Health Inc. (Georgia) dba Coventry Health Care of Georgia Inc.","GA","HMO/POS","Yes",2,2.5,2,"Commercial","Coventry"
"228",1715,3,"Aetna Life Insurance Company (Georgia)","GA","PPO","Yes",3,2.5,2,"Commercial","Aetna"
"229",1815,3,"Blue Cross Blue Shield of Georgia, Inc.","GA","PPO","Yes",3.5,2.5,2,"Commercial","Blue"
"230",1914,3,"Humana Employers Health Plan of Georgia, Inc.","GA","HMO/POS","Yes",2.5,3,2,"Commercial","Humana"
"231",2012,2.5,"Alliant Health Plans, Inc.","GA","PPO","Yes",3.5,1.5,1.5,"Commercial","Other"
"232",2112,2.5,"UnitedHealthCare of Georgia, Inc.","GA","HMO/POS","Yes",2.5,2.5,1.5,"Commercial","United"
"233",928,5,"Kaiser Foundation Health Plan of Georgia, Inc. CMS Contract: H1170","GA","HMO","Yes",4,5,4.5,"Medicare","Kaiser"
"234",1027,4,"Aetna Life Insurance Company (Georgia) CMS Contract: H5521","GA","PPO","Yes",4,4,3.5,"Medicare","Aetna"
"235",1124,3.5,"Aetna Health Inc. (Georgia) CMS Contract: H1109","GA","HMO","Yes",3,3,3.5,"Medicare","Aetna"
"236",1223,3.5,"Humana Employers Health Plan of Georgia, Inc. CMS Contract: H4141","GA","HMO","Yes",3.5,3,3,"Medicare","Humana"
"237",1322,3,"Coventry Health and Life Insurance Company (Iowa) CMS Contract: H1608","GA","PPO","No",3.5,3.5,3,"Medicare","Coventry"
"238",1420,3,"Humana Benefit Plan of Illinois, Inc. CMS Contract: H5525","GA","PPO","No",3.5,3,3,"Medicare","Humana"
"239",1518,3,"Humana Insurance Company CMS Contract: R5826","GA","PPO","No",3.5,2.5,3,"Medicare","Humana"
"240",1617,3,"UnitedHealthcare of Georgia, Inc. CMS Contract: H1111","GA","HMO","Yes",2.5,3,3,"Medicare","United"
"241",1716,2.5,"Aetna Health Inc. (Georgia) dba Coventry Health Care of Georgia Inc. CMS Contract: H5302","GA","HMO","No",3,2,2.5,"Medicare","Coventry"
"242",1816,2.5,"Care Improvement Plus South Central Insurance Company CMS Contract: R9896","GA","PPO","No",3,3,2.5,"Medicare","Care Improvement"
"243",1915,2.5,"Care Improvement Plus South Central Insurance Company CMS Contract: H6528","GA","PPO","No",3,2.5,2.5,"Medicare","Care Improvement"
"244",2013,2.5,"Care Improvement Plus South Central Insurance Company CMS Contract: H5322","GA","HMO/POS","No",2.5,3,2.5,"Medicare","Care Improvement"
"245",2113,2.5,"HealthSpring Life and Health CMS Contract: H2165","GA","HMO","No",3,3,2.5,"Medicare","HealthSpring"
"246",2212,2.5,"WellCare of Georgia, Inc. CMS Contract: H1112","GA","HMO","Yes",2,2,2.5,"Medicare","WellCare"
"247",239,2,"Care Improvement Plus South Central Insurance Company CMS Contract: R3444","GA","PPO","No",2,1.5,2.5,"Medicare","Care Improvement"
"248",929,3.5,"AmeriGroup Georgia Managed Care Company, Inc.","GA","HMO","Yes",3.5,3.5,3,"Medicaid","Other"
"249",1028,3.5,"Peach State Health Plan","GA","HMO","Yes",3.5,3.5,2.5,"Medicaid","Other"
"250",1125,3.5,"WellCare of Georgia, Inc.","GA","HMO","Yes",3.5,3.5,2.5,"Medicaid","WellCare"
"251",930,4.5,"Hawaii Medical Service Association (Federal Plan 87)","HI","HMO/POS","Yes",5,4,3,"Commercial","Other"
"252",1029,4.5,"Kaiser Foundation Health Plan, Inc. - Hawaii","HI","HMO","Yes",3,4.5,4,"Commercial","Kaiser"
"253",1126,4,"Hawaii Medical Service Association (HMSA)","HI","PPO","Yes",5,3.5,2.5,"Commercial","Other"
"254",1224,3.5,"Hawaii Medical Service Association (HMSA)","HI","HMO/POS","Yes",3.5,3.5,3,"Commercial","Other"
"255",1323,1.5,"Hawaii Medical Service Association (HMSA) Special Project: Hawaii","HI","PPO","Yes",3,1,0.5,"Commercial","Other"
"256",931,5,"Kaiser Foundation Health Plan, Inc. - Hawaii CMS Contract: H1230","HI","HMO","Yes",4.5,4,4.5,"Medicare","Kaiser"
"257",1030,4,"Aetna Life Insurance Company (Hawaii) CMS Contract: H5521","HI","PPO","Yes",4,4,3.5,"Medicare","Aetna"
"258",1225,3.5,"Hawaii Medical Service Association (HMSA) CMS Contract: H3832","HI","PPO","Yes",3,3.5,3,"Medicare","Other"
"259",1324,3,"UnitedHealthCare Insurance Company (Regional PPO- HI) CMS Contract: R3175","HI","PPO","No",2.5,2,3,"Medicare","United"
"260",1422,3,"WellCare Health Insurance of Arizona, Inc. CMS Contract: H2491","HI","POS","Yes",1.5,2,3,"Medicare","WellCare"
"261",932,5,"Kaiser Foundation Health Plan, Inc. - Hawaii","HI","HMO","Yes",4,4.5,4.5,"Medicaid","Kaiser"
"262",1031,3,"Hawaii Medical Service Association (HMSA)","HI","HMO","Yes",3.5,2.5,2.5,"Medicaid","Other"
"263",1128,3,"UnitedHealthcare Insurance Company dba UnitedHealthcare Community Plan (HI QUEST Integration)","HI","HMO","Yes",3,2,3,"Medicaid","United"
"264",1226,3,"WellCare Health Insurance of Arizona, Inc. Special Project: HI Medicaid","HI","HMO","Yes",1.5,2,3,"Medicaid","WellCare"
"265",933,3.5,"Group Health Options, Inc.","ID","HMO/POS","Yes",2,3.5,3.5,"Commercial","Group Health"
"266",1032,3.5,"Group Health Options, Inc.","ID","PPO","Yes",2,3.5,3.5,"Commercial","Group Health"
"267",1129,3,"Aetna Health of Utah Inc. dba Altius Health Plans Inc.","ID","HMO/POS","Yes",1.5,2.5,3,"Commercial","Aetna"
"268",1227,3,"Aetna Life Insurance Company (Idaho)","ID","PPO","Yes",3,2,2,"Commercial","Aetna"
"269",1326,3,"Blue Cross of Idaho Health Services, Inc.","ID","PPO","No (Scheduled)",3.5,3,3,"Commercial","Blue"
"270",1423,3,"SelectHealth Inc. (ID)","ID","POS","No (Scheduled)",3,3.5,3,"Commercial","Other"
"271",1521,3,"United Healthcare Services, Inc (Idaho)","ID","PPO","Yes",2.5,2.5,2.5,"Commercial","United"
"272",1620,3,"UnitedHealthcare Insurance Company (Idaho)","ID","PPO","Yes",2.5,2.5,2.5,"Commercial","United"
"273",1718,2.5,"PacificSource Health Plans - Idaho","ID","PPO","Yes",2.5,2,2.5,"Commercial","Other"
"274",1817,2.5,"Regence BlueShield of Idaho","ID","PPO","No (In process)",2.5,2.5,2.5,"Commercial","Blue"
"275",934,3.5,"Blue Cross of Idaho Health Services, Inc. CMS Contract: H1350","ID","HMO","No",3.5,3,3.5,"Medicare","Blue"
"276",1033,3.5,"Regence BlueShield of Idaho CMS Contract: H1304","ID","PPO","No (In process)",4,3,3,"Medicare","Blue"
"277",1130,3.5,"SelectHealth Inc. CMS Contract: H1994","ID","POS","No",3.5,3,3.5,"Medicare","Other"
"278",1228,3,"Blue Cross of Idaho Health Services, Inc. CMS Contract: H1302","ID","PPO","No",4,2,3,"Medicare","Blue"
"279",1327,3,"PacificSource Community Health Plans Inc. CMS Contract: H3864","ID","HMO/POS","No",3,3,3,"Medicare","Other"
"280",1424,3,"PacificSource Community Health Plans Inc. CMS Contract: H4754","ID","PPO","No",3.5,2,3,"Medicare","Other"
"281",935,4,"Blue Cross and Blue Shield of Illinois, a Division of Health Care Service Corporation","IL","HMO","Yes",3,3.5,3.5,"Commercial","Blue"
"282",1034,4,"Health Alliance Medical Plans","IL","HMO/POS","Yes",3.5,3.5,3.5,"Commercial","Health Alliance"
"283",1131,4,"Medical Associates Health Plan, Inc. Special Project: Accreditation","IL","HMO/POS","Yes",4,3.5,4,"Commercial","Other"
"284",1229,3.5,"Aetna Life Insurance Company (Illinois)","IL","PPO","Yes",4,2.5,3,"Commercial","Aetna"
"285",1328,3.5,"Cigna Health and Life Insurance Company - Illinois","IL","PPO","Yes",3,3,3.5,"Commercial","Cigna"
"286",1425,3.5,"Connecticut General Life Insurance Company - Illinois","IL","PPO","Yes",3,3,3.5,"Commercial","Connecticut General"
"287",1523,3.5,"Coventry Health Care of Illinois, Inc.","IL","HMO/POS","Yes",4,2.5,3,"Commercial","Coventry"
"288",1622,3.5,"Health Alliance Medical Plans","IL","PPO","Yes",3,3.5,3,"Commercial","Health Alliance"
"289",1720,3.5,"Health Alliance Midwest, Inc.","IL","PPO","Yes",3,3.5,3,"Commercial","Health Alliance"
"290",1818,3.5,"Humana Insurance Company (Illinois)","IL","PPO","Yes",3,3.5,3,"Commercial","Humana"
"291",1917,3.5,"UnitedHealthcare Plan of the River Valley, Inc.","IL","HMO/POS","Yes",3.5,2.5,3,"Commercial","United"
"292",2014,3.5,"UnitedHealthcare Services Company of the River Valley, Inc.","IL","HMO/POS","Yes",3.5,2.5,3,"Commercial","United"
"293",2114,3,"Aetna Health Inc. (Pennsylvania) - Illinois","IL","HMO/POS","Yes",2,2,2.5,"Commercial","Aetna"
"294",2213,3,"Coventry Health and Life Insurance Company (Illinois)","IL","PPO","Yes",3,2.5,2.5,"Commercial","Coventry"
"295",2310,3,"Coventry Health Care of Illinois, Inc.","IL","PPO","Yes",3,2.5,2.5,"Commercial","Coventry"
"296",2410,3,"Humana Health Plan, Inc. (Illinois)","IL","HMO/POS","Yes",2.5,3,2.5,"Commercial","Humana"
"297",259,3,"United Healthcare Services, Inc (Illinois)","IL","PPO","Yes",3,2.5,2.5,"Commercial","United"
"298",268,3,"UnitedHealthcare Insurance Company (Illinois)","IL","PPO","Yes",3,2.5,2.5,"Commercial","United"
"299",277,3,"UnitedHealthcare Insurance Company of Illinois","IL","PPO","Yes",3,2.5,2.5,"Commercial","United"
"300",285,2.5,"Cigna HealthCare of St. Louis, Inc.","IL","HMO/POS","Yes",2.5,2,1.5,"Commercial","Cigna"
"301",936,5,"Medical Associates Health Plan, Inc. CMS Contract: H1651","IL","HMO","Yes",5,5,4,"Medicare","Other"
"302",1035,4.5,"Health Alliance Connect CMS Contract: H1463","IL","HMO","Yes",5,4,3,"Medicare","Health Alliance"
"303",1132,4,"Aetna Health Inc. (Pennsylvania) - Illinois CMS Contract: H3931","IL","HMO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"304",1230,4,"Aetna Life Insurance Company (Illinois) CMS Contract: H5521","IL","PPO","Yes",4,4,3.5,"Medicare","Aetna"
"305",1329,4,"Health Alliance Connect CMS Contract: H1417","IL","PPO","Yes",4.5,3,3,"Medicare","Health Alliance"
"306",1426,4,"Humana Benefit Plan of Illinois, Inc. CMS Contract: H1468","IL","HMO","Yes",4.5,4,3,"Medicare","Humana"
"307",1524,4,"Humana Health Plan, Inc. (Illinois) CMS Contract: H1406","IL","HMO","Yes",3.5,4,3.5,"Medicare","Humana"
"308",1623,4,"Humana Insurance Company (Illinois) CMS Contract: H1418","IL","PPO","Yes",3.5,3,3.5,"Medicare","Humana"
"309",1721,4,"Humana Insurance Company (KS, MO) CMS Contract: H1716","IL","PPO","Yes",3.5,3,3,"Medicare","Humana"
"310",1819,4,"UnitedHealthcare of Wisconsin, Inc. - North- WI/IL/IA CMS Contract: H5253","IL","HMO/POS","Yes",4,4,3,"Medicare","United"
"311",1918,3.5,"Coventry Health Care of Illinois, Inc. CMS Contract: H7301","IL","PPO","No",4.5,3,3,"Medicare","Coventry"
"312",2015,3.5,"Coventry Health Care of Missouri, Inc. CMS Contract: H2667","IL","HMO/POS","No",4,3.5,3,"Medicare","Coventry"
"313",2115,3.5,"Coventry Health Care of Missouri, Inc. CMS Contract: H2663","IL","HMO/POS","No",3.5,4,3.5,"Medicare","Coventry"
"314",2214,3.5,"UnitedHealthcare of the Midwest, Inc.(Medicare) CMS Contract: H2654","IL","HMO/POS","Yes",3,3,3,"Medicare","United"
"315",2311,3,"Coventry Health and Life Insurance Company (Iowa) CMS Contract: H1608","IL","PPO","No",3.5,3.5,3,"Medicare","Coventry"
"316",2411,3,"HealthSpring of Tennessee dba Cigna-HealthSpring of Illinois CMS Contract: H1415","IL","HMO","No (Scheduled)",2.5,3,3,"Medicare","HealthSpring"
"317",2510,3,"Humana Benefit Plan of Illinois, Inc. CMS Contract: H5525","IL","PPO","No",3.5,3,3,"Medicare","Humana"
"318",269,3,"Humana Insurance Company CMS Contract: R5826","IL","PPO","No",3.5,2.5,3,"Medicare","Humana"
"319",278,2.5,"Care Improvement Plus South Central Insurance Company CMS Contract: R9896","IL","PPO","No",3,3,2.5,"Medicare","Care Improvement"
"320",286,2.5,"Care Improvement Plus South Central Insurance Company CMS Contract: H6528","IL","PPO","No",3,2.5,2.5,"Medicare","Care Improvement"
"321",937,3.5,"IlliniCare Health Plan","IL","HMO","Yes",3,2.5,3,"Medicaid","Other"
"322",1036,3.5,"Meridian Health Plan of Illinois, Inc.","IL","HMO","Yes",2.5,4,3,"Medicaid","Other"
"323",1133,3,"Harmony Health Plan of Illinois, Inc. Special Area: IL Region","IL","HMO","Yes",2,3,2,"Medicaid","Other"
"324",1231,3,"Health Alliance Connect Special Project: Illinois - FHP","IL","HMO","No (Scheduled)",4,2.5,3.5,"Medicaid","Health Alliance"
"325",1330,3,"Health Alliance Connect Special Project: Illinois - ICP","IL","HMO","No (Scheduled)",4,NA,3,"Medicaid","Health Alliance"
"326",1427,2.5,"Aetna Better Health Inc., an Illinois Corporation Special Project: Illinois - FHP","IL","HMO","No",3,2,2.5,"Medicaid","Aetna"
"327",1525,2.5,"Humana Health Plan, Inc. (Illinois)","IL","HMO","No (Scheduled)",1.5,NA,2.5,"Medicaid","Humana"
"328",1624,2.5,"Molina Healthcare of Illinois, Inc.","IL","HMO","No (In process)",2.5,2.5,2.5,"Medicaid","Molina"
"329",1722,2,"Aetna Better Health Inc., an Illinois Corporation Special Project: Illinois - ICP","IL","HMO","No",3,1,2.5,"Medicaid","Aetna"
"330",1820,2,"HealthSpring of Tennessee dba Cigna-HealthSpring of Illinois Special Project: ICP","IL","HMO","No (Scheduled)",3,NA,2,"Medicaid","HealthSpring"
"331",938,4,"Blue Cross and Blue Shield of Illinois, a Division of Health Care Service Corporation","IN","HMO","Yes",3,3.5,3.5,"Commercial","Blue"
"332",1037,3.5,"Aetna Life Insurance Company (Indiana)","IN","PPO","Yes",4,2.5,2.5,"Commercial","Aetna"
"333",1134,3.5,"Anthem Insurance Companies, Inc. dba Anthem Blue Cross and Blue Shield in Indiana","IN","PPO","Yes",3,3.5,3,"Commercial","Anthem"
"334",1232,3,"Aetna Health Inc. (Pennsylvania) - Illinois","IN","HMO/POS","Yes",2,2,2.5,"Commercial","Aetna"
"335",1331,3,"Aetna Health Inc. (Pennsylvania) - Ohio","IN","HMO/POS","Yes",2.5,2.5,2.5,"Commercial","Aetna"
"336",1428,3,"United Healthcare Services, Inc (Indiana)","IN","PPO","Yes",3,2.5,2.5,"Commercial","United"
"337",1526,3,"UnitedHealthcare Insurance Company (Indiana)","IN","PPO","Yes",3,2.5,2.5,"Commercial","United"
"338",1723,2.5,"Anthem Insurance Companies, Inc. dba Anthem Blue Cross and Blue Shield in Indiana","IN","HMO","Yes",2.5,2,2,"Commercial","Anthem"
"339",1821,2.5,"Cigna Health and Life Insurance Company - Indiana","IN","PPO","Yes",3.5,1.5,2,"Commercial","Cigna"
"340",1920,2.5,"Connecticut General Life Insurance Company - Indiana","IN","PPO","Yes",3.5,1.5,2,"Commercial","Connecticut General"
"341",939,4,"Aetna Life Insurance Company (Indiana) CMS Contract: H5521","IN","PPO","Yes",4,4,3.5,"Medicare","Aetna"
"342",1038,4,"Indiana University Health Plans, Inc. CMS Contract: H7220","IN","HMO/POS","No",4.5,4,3.5,"Medicare","Other"
"343",1135,3.5,"Humana Insurance Company (Indiana) CMS Contract: H1510","IN","PPO","No",4,3,3.5,"Medicare","Humana"
"344",1233,3.5,"UnitedHealthcare of the Midlands, Inc.-IN CMS Contract: H2802","IN","HMO","No (In process)",4,4,3.5,"Medicare","United"
"345",1332,3,"Humana Benefit Plan of Illinois, Inc. CMS Contract: H5525","IN","PPO","No",3.5,3,3,"Medicare","Humana"
"346",1429,3,"Humana Insurance Company CMS Contract: R5826","IN","PPO","No",3.5,2.5,3,"Medicare","Humana"
"347",1527,2.5,"Care Improvement Plus South Central Insurance Company CMS Contract: R9896","IN","PPO","No",3,3,2.5,"Medicare","Care Improvement"
"348",1626,2.5,"Care Improvement Plus South Central Insurance Company CMS Contract: H6528","IN","PPO","No",3,2.5,2.5,"Medicare","Care Improvement"
"349",1724,2.5,"Care Improvement Plus South Central Insurance Company CMS Contract: H5322","IN","HMO/POS","No",2.5,3,2.5,"Medicare","Care Improvement"
"350",1822,2,"Care Improvement Plus South Central Insurance Company CMS Contract: R3444","IN","PPO","No",2,1.5,2.5,"Medicare","Care Improvement"
"351",1921,2,"Cigna HealthCare of Indiana, Inc CMS Contract: H3945","IN","HMO","No",1.5,2,2,"Medicare","Cigna"
"352",940,3.5,"Anthem Insurance Companies, Inc. dba Anthem Blue Cross and Blue Shield in Indiana Special Project: IN Medicaid","IN","HMO","Yes",3.5,3.5,2.5,"Medicaid","Anthem"
"353",1039,3.5,"Anthem Insurance Companies, Inc. dba Anthem Blue Cross and Blue Shield in Indiana Special Project: IN-HCC","IN","HMO","Yes",3,NA,3,"Medicaid","Anthem"
"354",1136,3.5,"Coordinated Care Corporation Indiana, Inc. (d/b/a Managed Health Services)","IN","HMO","Yes",3.5,3,2.5,"Medicaid","Other"
"355",1234,3.5,"MDwise, Inc.","IN","HMO","Yes",3,3.5,3,"Medicaid","Other"
"356",1333,3,"Anthem Insurance Companies, Inc. dba Anthem Blue Cross and Blue Shield in Indiana Special Project: IN HIP-Medicaid","IN","HMO","Yes",3,NA,2.5,"Medicaid","Anthem"
"357",941,4.5,"Gundersen Health Plan, Inc.","IA","HMO","Yes",3,4,4,"Commercial","Other"
"358",1040,4.5,"HealthPartners Administrators Inc.","IA","HMO/POS/PPO","Yes",4,4,4.5,"Commercial","Other"
"359",1137,4.5,"Wellmark Health Plan of Iowa, Inc.","IA","HMO/POS","Yes",3.5,4,4,"Commercial","Other"
"360",1235,4,"Health Alliance Midwest, Inc.","IA","HMO/POS","Yes",3.5,3.5,3.5,"Commercial","Health Alliance"
"361",1334,4,"Medical Associates Health Plan, Inc. Special Project: Accreditation","IA","HMO/POS","Yes",4,3.5,4,"Commercial","Other"
"362",1431,4,"Sanford Health Plan","IA","HMO","Yes",3,3,4,"Commercial","Other"
"363",1529,3.5,"United Healthcare Services, Inc (Iowa)","IA","PPO","Yes",3,3,3,"Commercial","United"
"364",1628,3.5,"UnitedHealthcare Insurance Company (Iowa)","IA","PPO","Yes",3,3,3,"Commercial","United"
"365",1725,3.5,"UnitedHealthcare Plan of the River Valley, Inc.","IA","HMO/POS","Yes",3.5,2.5,3,"Commercial","United"
"366",1823,3.5,"UnitedHealthcare Services Company of the River Valley, Inc.","IA","HMO/POS","Yes",3.5,2.5,3,"Commercial","United"
"367",1922,3,"Aetna Health of Iowa Inc. dba Coventry Health Care of Iowa","IA","HMO/POS","Yes",2,2.5,2.5,"Commercial","Coventry"
"368",2019,3,"Aetna Life Insurance Company (Iowa)","IA","PPO","Yes",3,2,2,"Commercial","Aetna"
"369",2119,3,"Avera Health Plans, Inc.","IA","HMO","Yes",3.5,2,3,"Commercial","Other"
"370",2218,3,"Cigna Health and Life Insurance Company - Iowa","IA","PPO","Yes",3,2.5,2,"Commercial","Cigna"
"371",2314,3,"Connecticut General Life Insurance Company - Iowa","IA","PPO","Yes",3,2.5,2,"Commercial","Connecticut General"
"372",942,5,"Gundersen Health Plan, Inc. CMS Contract: H5262","IA","HMO","Yes",5,4,4,"Medicare","Other"
"373",1041,5,"Medical Associates Health Plan, Inc. CMS Contract: H1651","IA","HMO","Yes",5,5,4,"Medicare","Other"
"374",1138,4,"Humana Insurance Company (Illinois) CMS Contract: H1418","IA","PPO","Yes",3.5,3,3.5,"Medicare","Humana"
"375",1236,4,"UnitedHealthcare of the Midlands CMS Contract: H2802","IA","HMO","Yes",4,4,3.5,"Medicare","United"
"376",1335,4,"UnitedHealthcare of Wisconsin, Inc. - North- WI/IL/IA CMS Contract: H5253","IA","HMO/POS","Yes",4,4,3,"Medicare","United"
"377",1432,3.5,"Aetna Health of Iowa Inc. dba Coventry Health Care of Iowa CMS Contract: H1609","IA","HMO","No",3.5,3,3.5,"Medicare","Coventry"
"378",1629,3,"Coventry Health and Life Insurance Company (Iowa) CMS Contract: H1608","IA","PPO","No",3.5,3.5,3,"Medicare","Coventry"
"379",944,4,"Blue Cross and Blue Shield of Kansas City, Good Health HMO, Inc.","KS","HMO","Yes",4,3,3,"Commercial","Blue"
"380",1043,3.5,"Blue Cross and Blue Shield of Kansas City","KS","PPO","Yes",3,2.5,3.5,"Commercial","Blue"
"381",1140,3.5,"Coventry Health Care of Kansas, Inc. Special Area: Kansas","KS","HMO/POS","Yes",3.5,2.5,3,"Commercial","Coventry"
"382",1237,3.5,"Humana Health Plan Inc. - Kansas City","KS","HMO/POS","Yes",4,2.5,3,"Commercial","Humana"
"383",1336,3,"Humana Insurance Company (KS, MO)","KS","PPO","Yes",2,2.5,3,"Commercial","Humana"
"384",1433,3,"United Healthcare Services, Inc (Kansas)","KS","PPO","Yes",3,2,2.5,"Commercial","United"
"385",1531,3,"UnitedHealthcare Insurance Company (Kansas)","KS","PPO","Yes",3,2,2.5,"Commercial","United"
"386",1630,2.5,"Aetna Life Insurance Company (Kansas)","KS","PPO","Yes",3,2,2.5,"Commercial","Aetna"
"387",1727,2.5,"Cigna Health and Life Insurance Company - Kansas","KS","PPO","Yes",2.5,2,2,"Commercial","Cigna"
"388",1825,2.5,"Cigna HealthCare of St. Louis, Inc.","KS","HMO/POS","Yes",2.5,2,1.5,"Commercial","Cigna"
"389",1924,2.5,"Connecticut General Life Insurance Company - Kansas","KS","PPO","Yes",2.5,2,2,"Commercial","Connecticut General"
"390",2021,2.5,"Coventry Health and Life Insurance Company (Kansas)","KS","PPO","Yes",2.5,1.5,2.5,"Commercial","Coventry"
"391",945,4,"Aetna Health Inc. (Pennsylvania) - Missouri CMS Contract: H3931","KS","HMO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"392",1044,4,"Aetna Life Insurance Company (Kansas) CMS Contract: H5521","KS","PPO","Yes",4,4,3.5,"Medicare","Aetna"
"393",1141,4,"Humana Insurance Company (KS, MO) CMS Contract: H1716","KS","PPO","Yes",3.5,3,3,"Medicare","Humana"
"394",1238,4,"UnitedHealthcare Insurance Company - Maryland (Medicare) CMS Contract: H5652","KS","HMO","No",4,4.5,4,"Medicare","United"
"395",1337,3.5,"Humana Health Plan Inc. - Kansas City CMS Contract: H2649","KS","HMO","Yes",3,3.5,3,"Medicare","Humana"
"396",1434,3.5,"UnitedHealthcare of the Midwest, Inc.(Medicare) CMS Contract: H2654","KS","HMO/POS","Yes",3,3,3,"Medicare","United"
"397",1532,3,"Coventry Health and Life Insurance Company (Iowa) CMS Contract: H1608","KS","PPO","No",3.5,3.5,3,"Medicare","Coventry"
"398",1631,3,"Coventry Health Care of Kansas, Inc. CMS Contract: H2672","KS","HMO","No",3,3,3,"Medicare","Coventry"
"399",1728,3,"Humana Insurance Company CMS Contract: R5826","KS","PPO","No",3.5,2.5,3,"Medicare","Humana"
"400",946,3.5,"UnitedHealthcare of the Midwest, Inc. dba UnitedHealthcare Community Plan (KS)","KS","HMO","Yes",3.5,2.5,3,"Medicaid","United"
"401",947,3.5,"Humana Health Plan, Inc - Kentucky","KY","PPO","Yes",2.5,3,2.5,"Commercial","Humana"
"402",1046,3,"Aetna Health Inc. (Pennsylvania) - Ohio","KY","HMO/POS","Yes",2.5,2.5,2.5,"Commercial","Aetna"
"403",1143,3,"Aetna Life Insurance Company (Kentucky)","KY","PPO","Yes",3,2,2.5,"Commercial","Aetna"
"404",1239,3,"Anthem Health Plans Kentucky, Inc. dba Anthem Blue Cross and Blue Shield in Kentucky","KY","HMO","Yes",3,3,2,"Commercial","Anthem"
"405",1338,3,"Humana Health Plan, Inc - Kentucky","KY","HMO/POS","Yes",2.5,3,2.5,"Commercial","Humana"
"406",1435,3,"United Healthcare Services, Inc (Kentucky)","KY","PPO","Yes",2.5,3,2.5,"Commercial","United"
"407",1533,3,"UnitedHealthcare Insurance Company (Kentucky)","KY","PPO","Yes",2.5,3,2.5,"Commercial","United"
"408",1632,2.5,"Anthem Health Plans Kentucky, Inc. dba Anthem Blue Cross and Blue Shield in Kentucky","KY","PPO","Yes",3.5,2,1.5,"Commercial","Anthem"
"409",1729,2.5,"Cigna Health and Life Insurance Company - Kentucky","KY","PPO","Yes",3,2,2,"Commercial","Cigna"
"410",1827,2.5,"Connecticut General Life Insurance Company - Kentucky","KY","PPO","Yes",3,2,2,"Commercial","Connecticut General"
"411",948,4,"Aetna Health Inc. (Pennsylvania) - Ohio CMS Contract: H3931","KY","HMO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"412",1047,4,"Aetna Life Insurance Company (Kentucky) CMS Contract: H5521","KY","PPO","Yes",4,4,3.5,"Medicare","Aetna"
"413",1144,4,"Humana Health Plan of Ohio, Inc. CMS Contract: H8953","KY","HMO","Yes",3,3.5,3.5,"Medicare","Humana"
"414",1240,4,"Humana Insurance Company (Kentucky) CMS Contract: H6609","KY","PPO","Yes",4,3.5,3,"Medicare","Humana"
"415",1339,4,"UnitedHealthcare of Wisconsin, Inc. - Ohio CMS Contract: H5253","KY","HMO/POS","Yes",4,4,3,"Medicare","United"
"416",1436,4,"UnitedHealthcare of Wisconsin, Inc.(South)-KY/NC/TN/VA H5253 CMS Contract: H5253","KY","HMO/POS","Yes",4,4,3,"Medicare","United"
"417",1534,3.5,"Humana Health Plan, Inc - Kentucky CMS Contract: H2012","KY","HMO","Yes",3.5,3,3,"Medicare","Humana"
"418",1633,3.5,"Humana Insurance Company (Indiana) CMS Contract: H1510","KY","PPO","No",4,3,3.5,"Medicare","Humana"
"419",1730,3,"Humana Benefit Plan of Illinois, Inc. CMS Contract: H5525","KY","PPO","No",3.5,3,3,"Medicare","Humana"
"420",1828,3,"Humana Insurance Company CMS Contract: R5826","KY","PPO","No",3.5,2.5,3,"Medicare","Humana"
