"","x","rating","plan","state","type","ncqa","consumersat","prevention","treatment","instype","plantype"
"210",238,3,"UnitedHealthcare Insurance Company (Florida)","FL","PPO","Yes",3,3,2.5,"Commercial","United"
"211",247,3,"UnitedHealthcare of Florida, Inc.","FL","HMO/POS","Yes",3,2.5,2.5,"Commercial","United"
"212",257,1.5,"American Postal Workers Union Health Plan","FL","PPO","No",4,0.5,1.5,"Commercial","Other"
"213",925,4.5,"Capital Health Plan, Inc. CMS Contract: H5938","FL","HMO","Yes",4,4.5,4,"Medicare","Other"
"214",1024,4,"Aetna Health Inc. (Florida) CMS Contract: H1609","FL","HMO","Yes",4,4.5,3.5,"Medicare","Aetna"
"215",1123,4,"Aetna Life Insurance Company (Florida) CMS Contract: H5521","FL","PPO","Yes",3.5,4,3.5,"Medicare","Aetna"
"216",1221,4,"AvMed, Inc. d/b/a AvMed Health Plans CMS Contract: H1016","FL","HMO","Yes",3.5,3,3,"Medicare","Other"
"217",1319,4,"Florida Health Care Plan, Inc. CMS Contract: H1035","FL","HMO/POS","Yes",4.5,4,3.5,"Medicare","Other"
"218",1419,4,"HealthSun Health Plans, Inc. CMS Contract: H5431","FL","HMO","No",4.5,3,3.5,"Medicare","Other"
"219",1519,4,"Leon Medical Centers Health Plans CMS Contract: H5410","FL","HMO","No",5,4,4,"Medicare","Other"
"220",1618,4,"Medica Healthcare Plans Inc. CMS Contract: H5420","FL","HMO/POS","Yes",4,3,3.5,"Medicare","Medica "
"221",1717,4,"Sierra Health and Life Insurance Company, Inc. (FL) CMS Contract: H2001","FL","PPO","Yes",4,5,3.5,"Medicare","Other"
"222",1814,3.5,"Blue Cross And Blue Shield of Florida, Inc. CMS Contract: H5434","FL","PPO","No",4.5,4,3,"Medicare","Blue"
"223",1913,3.5,"CarePlus Health Plans, Inc. CMS Contract: H1019","FL","HMO","No",3.5,3.5,3.5,"Medicare","Other"
"224",2013,3.5,"Freedom Health Inc. CMS Contract: H5427","FL","HMO","Yes",2.5,3.5,3.5,"Medicare","Other"
"225",2111,3.5,"Health First Health Plans, Inc. CMS Contract: H1099","FL","HMO/POS","Yes",3.5,3.5,3,"Medicare","Other"
"226",2210,3.5,"Health Options Inc. CMS Contract: H1026","FL","HMO","Yes",3,3,3,"Medicare","Other"
"227",239,3.5,"Humana Medical Plan, Inc. (Florida) CMS Contract: H1036","FL","HMO","Yes",3,3,3,"Medicare","Humana"
"228",248,3.5,"Optimum HealthCare, Inc. CMS Contract: H5594","FL","HMO","Yes",3,3.5,3,"Medicare","Other"
"229",258,3.5,"Preferred Care Partners, Inc. CMS Contract: H1045","FL","HMO/POS","Yes",4,3,3,"Medicare","Other"
"230",268,3.5,"Sierra Health and Life Insurance Company, Inc. CMS Contract: H2406","FL","PPO","No",3.5,4,3.5,"Medicare","Other"
"231",277,3.5,"Ultimate Health Plans, Inc. CMS Contract: H2962","FL","HMO","Yes",3.5,3.5,3,"Medicare","Other"
"232",286,3.5,"UnitedHealthcare Insurance Company (AL,FL,GA,KY,MS,NC,SC,TN) CMS Contract: H2228","FL","PPO","Yes",3,3.5,3,"Medicare","United"
"233",926,4,"Coventry Health Care of Florida, Inc. d/b/a Aetna Better Health of Florida","FL","HMO","Yes",4,3.5,3,"Medicaid","Coventry"
"234",1025,3.5,"Humana Medical Plan, Inc. (Florida)","FL","HMO","Yes",4,3,2.5,"Medicaid","Humana"
"235",1124,3.5,"Molina Healthcare of Florida, Inc. Special Project: Managed Medical Assistance","FL","HMO","Yes",3.5,3,2.5,"Medicaid","Molina"
"236",1222,3.5,"Simply Healthcare Plans, Inc Special Project / Area: Managed Medical Assistance / Region 11","FL","HMO","No",5,3,3,"Medicaid","Other"
"237",1320,3.5,"Simply Healthcare Plans, Inc. dba Amerigroup Florida","FL","HMO","Yes",2.5,3.5,3,"Medicaid","Other"
"238",1420,3.5,"WellCare of Florida, Inc. Special Area: Florida","FL","HMO","Yes",3.5,2.5,2.5,"Medicaid","WellCare"
"239",1520,3,"Simply Healthcare Plans, Inc Special Project / Area: Managed Medical Assistance / State-wide","FL","HMO","No",4,3.5,2.5,"Medicaid","Other"
"240",1718,3,"Sunshine Health Plan, Inc.","FL","HMO","Yes",2.5,2.5,2.5,"Medicaid","Other"
"241",1815,3,"UnitedHealthcare of Florida, Inc dba UnitedHealthcare Community Plan (FL)","FL","HMO","Yes",3,2.5,2.5,"Medicaid","United"
"242",1914,2.5,"Prestige Health Choice","FL","HMO","Yes (Interim)",2,3,2,"Medicaid","Other"
"243",2014,2.5,"Simply Healthcare Plans, Inc. dba Better Health Special Project / Area: Managed Medical Assistance / Region 6 and 10","FL","HMO","No",3.5,2.5,2.5,"Medicaid","Other"
"244",927,4,"Kaiser Foundation Health Plan of Georgia, Inc.","GA","HMO","Yes",2.5,4.5,3.5,"Commercial","Kaiser"
"245",1026,3.5,"Aetna Health Inc. (Georgia)","GA","HMO/POS","Yes",3,3,3,"Commercial","Aetna"
"246",1125,3.5,"Aetna Life Insurance Company (Georgia)","GA","PPO/EPO","Yes",3.5,3,2.5,"Commercial","Aetna"
"247",1223,3.5,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.","GA","HMO/POS","Yes",3,3,2.5,"Commercial","Blue"
"248",1321,3.5,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc. Special Project: Federal Employee Program","GA","PPO","Yes",4.5,3,2,"Commercial","Blue"
"249",1421,3.5,"Cigna Health and Life Insurance Company - Georgia","GA","PPO/EPO","Yes",3.5,3,2.5,"Commercial","Cigna"
"250",1521,3.5,"United HealthCare Services, Inc. (Georgia)","GA","PPO","Yes",3,3.5,3,"Commercial","United"
"251",1620,3.5,"UnitedHealthcare Insurance Company (Georgia)","GA","PPO","Yes",3,3.5,3,"Commercial","United"
"252",1719,3,"Aetna Health Inc. (Georgia) dba Coventry Health Care of Georgia Inc.","GA","HMO/POS","Yes",2.5,3,2.5,"Commercial","Coventry"
"253",1816,3,"Blue Cross Blue Shield of Georgia, Inc.","GA","PPO/EPO","Yes",3.5,2,2.5,"Commercial","Blue"
"254",1915,3,"Humana Employers Health Plan of Georgia, Inc.","GA","HMO/POS","Yes",2.5,3,2.5,"Commercial","Humana"
"255",2015,3,"UnitedHealthCare of Georgia, Inc.","GA","HMO/POS","Yes",2,3,2,"Commercial","United"
"256",2113,2.5,"Alliant Health Plans, Inc.","GA","PPO","Yes",3,2.5,2,"Commercial","Other"
"257",2212,1.5,"American Postal Workers Union Health Plan","GA","PPO","No",4,0.5,1.5,"Commercial","Other"
"258",928,4.5,"Kaiser Foundation Health Plan of Georgia, Inc. CMS Contract: H1170","GA","HMO","Yes",3,5,4,"Medicare","Kaiser"
"259",1027,4,"Aetna Life Insurance Company (Georgia) CMS Contract: H5521","GA","PPO","Yes",3.5,4,3.5,"Medicare","Aetna"
"260",1126,4,"Sierra Health and Life Insurance Company, Inc. (GA) CMS Contract: H2001","GA","PPO","Yes",4,5,3.5,"Medicare","Other"
"261",1224,3.5,"Aetna Health Inc. (Georgia) CMS Contract: H1109","GA","HMO","Yes",3,3.5,3,"Medicare","Aetna"
"262",1322,3.5,"Coventry Health and Life Insurance Company (Iowa) CMS Contract: H1608","GA","PPO","No",4,3.5,3.5,"Medicare","Coventry"
"263",1422,3.5,"Sierra Health and Life Insurance Company, Inc. CMS Contract: H2406","GA","PPO","No",3.5,4,3.5,"Medicare","Other"
"264",1522,3.5,"UnitedHealthcare Insurance Company (AL,FL,GA,KY,MS,NC,SC,TN) CMS Contract: H2228","GA","PPO","Yes",3,3.5,3,"Medicare","United"
"265",1621,3,"Care Improvement Plus South Central Insurance Company CMS Contract: H5322","GA","HMO/POS","No",3.5,3.5,2.5,"Medicare","Care Improvement"
"266",1720,3,"Humana Benefit Plan of Illinois, Inc. CMS Contract: H5525","GA","PPO","No",4,3,3,"Medicare","Humana"
"267",1817,3,"Humana Employers Health Plan of Georgia, Inc. CMS Contract: H4141","GA","HMO","Yes",2.5,3,2.5,"Medicare","Humana"
"268",1916,3,"UnitedHealthcare of Georgia, Inc. CMS Contract: H1111","GA","HMO","Yes",3,3,2.5,"Medicare","United"
"269",2016,2.5,"Care Improvement Plus South Central Insurance Company CMS Contract: H6528","GA","PPO","No",3.5,2.5,2.5,"Medicare","Care Improvement"
"270",2114,2.5,"Cigna HealthCare of Georgia, Inc. CMS Contract: H0439","GA","HMO","No",2.5,3,2.5,"Medicare","Cigna"
"271",2213,2.5,"WellCare of Georgia, Inc. CMS Contract: H1112","GA","HMO/POS","Yes",2,2,2,"Medicare","WellCare"
"272",929,3.5,"AMGP Georgia Managed Care Company, Inc. d/b/a Amerigroup Community Care","GA","HMO","Yes",3,3.5,2.5,"Medicaid","Other"
"273",1028,3,"Peach State Health Plan","GA","HMO","Yes",3.5,3,2,"Medicaid","Other"
"274",1127,3,"WellCare of Georgia, Inc.","GA","HMO","Yes",3.5,3,2.5,"Medicaid","WellCare"
"275",930,4.5,"Hawaii Medical Service Association (Federal Plan 87)","HI","HMO/POS","Yes",5,4,3.5,"Commercial","Other"
"276",1029,4.5,"Kaiser Foundation Health Plan, Inc. - Hawaii","HI","HMO","Yes",3.5,4.5,3.5,"Commercial","Kaiser"
"277",1128,4,"Hawaii Medical Service Association (HMSA)","HI","HMO/POS","Yes",4,4,3.5,"Commercial","Other"
"278",1226,4,"Hawaii Medical Service Association (HMSA)","HI","PPO","Yes",4.5,3.5,3,"Commercial","Other"
"279",1323,1.5,"American Postal Workers Union Health Plan","HI","PPO","No",4,0.5,1.5,"Commercial","Other"
"280",931,5,"Kaiser Foundation Health Plan, Inc. - Hawaii CMS Contract: H1230","HI","HMO","Yes",4.5,5,4.5,"Medicare","Kaiser"
"281",1030,4,"Hawaii Medical Service Association (HMSA) CMS Contract: H3832","HI","PPO","Yes",3,3.5,3.5,"Medicare","Other"
"282",1129,4,"Sierra Health and Life Insurance Company, Inc. (HI) CMS Contract: H2001","HI","PPO","Yes",4,5,3.5,"Medicare","Other"
"283",1227,3.5,"Sierra Health and Life Insurance Company, Inc. CMS Contract: H2406","HI","PPO","No",3.5,4,3.5,"Medicare","Other"
"284",1324,3.5,"UnitedHealthcare Insurance Company (HI) CMS Contract: H2228","HI","PPO","Yes",3,3.5,3,"Medicare","United"
"285",1424,3,"CHA HMO, Inc (Hawaii/Iowa) CMS Contract: H0028","HI","HMO","No",2,3,3.5,"Medicare","Other"
"286",1524,2.5,"UnitedHealthCare Insurance Company (Hawaii Regional) CMS Contract: R3175","HI","PPO","No",2,2,3,"Medicare","United"
"287",1623,2.5,"WellCare Health Insurance of Arizona, Inc. dba Ohana Health Plan CMS Contract: H2491","HI","HMO","Yes",1.5,2,2.5,"Medicare","WellCare"
"288",1722,2,"AlohaCare † CMS Contract: H5969","HI","HMO","No",1.5,1.5,2.5,"Medicare","Other"
"289",932,4.5,"Kaiser Foundation Health Plan, Inc. - Hawaii","HI","HMO","Yes",3.5,4.5,4.5,"Medicaid","Kaiser"
"290",1031,3.5,"Hawaii Medical Service Association (HMSA)","HI","HMO","Yes",3,3,2.5,"Medicaid","Other"
"291",1130,3.5,"UnitedHealthcare Insurance Company dba UnitedHealthcare Community Plan (HI QUEST Integration)","HI","HMO","Yes",3,2.5,3.5,"Medicaid","United"
"292",1228,3,"AlohaCare","HI","HMO","Yes",2.5,2,2.5,"Medicaid","Other"
"293",1325,3,"WellCare Health Insurance of Arizona, Inc. dba Ohana Health Plan Special Project: HI Medicaid","HI","HMO","Yes",2.5,2,3,"Medicaid","WellCare"
"294",933,4,"Aetna Health of Utah, Inc.","ID","HMO/POS","Yes",4,2.5,3.5,"Commercial","Aetna"
"295",1032,4,"SelectHealth Inc. (ID)","ID","POS","Yes",3,4,3.5,"Commercial","Other"
"296",1131,3.5,"Blue Cross of Idaho Health Services, Inc.","ID","PPO","Yes",3.5,3,2.5,"Commercial","Blue"
"297",1229,3,"Aetna Life Insurance Company (Idaho)","ID","PPO/EPO","Yes",2.5,2.5,2.5,"Commercial","Aetna"
"298",1326,3,"PacificSource Health Plans - Idaho","ID","PPO","Yes",2.5,2,2.5,"Commercial","Other"
"299",1425,3,"Regence BlueShield of Idaho","ID","PPO","Yes",2,2,2.5,"Commercial","Blue"
"300",1525,3,"United HealthCare Services, Inc. (Idaho)","ID","PPO","Yes",3,2.5,3,"Commercial","United"
"301",1624,3,"UnitedHealthcare Insurance Company (Idaho)","ID","PPO","Yes",3,2.5,3,"Commercial","United"
"302",1723,1.5,"American Postal Workers Union Health Plan","ID","PPO","No",4,0.5,1.5,"Commercial","Other"
"303",934,4,"Regence BlueShield of Idaho CMS Contract: H1304","ID","PPO","Yes",3.5,3.5,3.5,"Medicare","Blue"
"304",1033,4,"Sierra Health and Life Insurance Company, Inc. (ID,OR,WA) CMS Contract: H2001","ID","PPO","Yes",4,5,3.5,"Medicare","Other"
"305",1132,4,"UnitedHealthcare of Utah, Inc. CMS Contract: H4604","ID","HMO","Yes",3.5,3.5,3,"Medicare","United"
"306",1230,3.5,"Blue Cross of Idaho Health Services, Inc. CMS Contract: H1350","ID","HMO","No",3.5,3.5,3.5,"Medicare","Blue"
"307",1327,3.5,"PacificSource Community Health Plans Inc. CMS Contract: H3864","ID","HMO/POS","No",3.5,4,3.5,"Medicare","Other"
"308",1426,3.5,"Regence BlueShield of Idaho CMS Contract: H1969","ID","HMO","Yes",3.5,3,3,"Medicare","Blue"
"309",1526,3.5,"SelectHealth Inc. CMS Contract: H1994","ID","POS","No",3.5,3,4,"Medicare","Other"
"310",1625,3.5,"Sierra Health and Life Insurance Company, Inc. CMS Contract: H2406","ID","PPO","No",3.5,4,3.5,"Medicare","Other"
"311",1724,3.5,"UnitedHealthcare Insurance Company(ID,OR) CMS Contract: H2228","ID","PPO","Yes",3,3.5,3,"Medicare","United"
"312",1820,3,"PacificSource Community Health Plans Inc. CMS Contract: H4754","ID","PPO","No",3,2.5,3,"Medicare","Other"
"313",1919,2,"Blue Cross of Idaho Health Services, Inc. CMS Contract: H1302","ID","PPO","No",3,2,NA,"Medicare","Blue"
"314",935,4.5,"Medical Associates Health Plan, Inc. Special Project: Accreditation","IL","HMO/POS","Yes",4,3.5,4,"Commercial","Other"
"315",1034,4,"Blue Cross and Blue Shield of Illinois, a Division of Health Care Service Corporation","IL","HMO","Yes",3.5,3.5,3.5,"Commercial","Blue"
"316",1133,4,"Health Alliance Medical Plans","IL","HMO/POS","Yes",4,3.5,3.5,"Commercial","Health Alliance"
"317",1231,4,"Humana Insurance Company (Illinois)","IL","PPO","Yes",3.5,3.5,3.5,"Commercial","Humana"
"318",1328,4,"UnitedHealthcare Plan of the River Valley, Inc.","IL","HMO/POS","Yes",3.5,3.5,3,"Commercial","United"
"319",1427,3.5,"Aetna Life Insurance Company (Illinois)","IL","PPO/EPO","Yes",3,2.5,3,"Commercial","Aetna"
"320",1527,3.5,"Humana Health Plan, Inc. (Illinois)","IL","HMO/POS","Yes",3,3,3,"Commercial","Humana"
"321",1626,3.5,"United HealthCare Services, Inc. (Illinois)","IL","PPO","Yes",3,3,3,"Commercial","United"
"322",1725,3.5,"UnitedHealthcare Insurance Company (Illinois)","IL","PPO","Yes",3,3,3,"Commercial","United"
"323",1821,3.5,"UnitedHealthcare Insurance Company of Illinois","IL","PPO","Yes",3,3,3,"Commercial","United"
"324",1920,3,"Aetna Health Inc. (Pennsylvania) - Illinois","IL","HMO/POS","Yes",3,2.5,3,"Commercial","Aetna"
"325",2019,3,"Aetna Health Inc. (Pennsylvania) - Missouri","IL","HMO/POS","Yes",2.5,2,3,"Commercial","Aetna"
"326",2117,3,"Cigna Health and Life Insurance Company - Illinois","IL","PPO","Yes",3,2.5,2.5,"Commercial","Cigna"
"327",2215,1.5,"American Postal Workers Union Health Plan","IL","PPO","No",4,0.5,1.5,"Commercial","Other"
"328",2313,1,"Union Health Service","IL","HMO","No",2.5,0.5,1,"Commercial","Other"
"329",936,5,"Medical Associates Health Plan, Inc. CMS Contract: H1651","IL","HMO","Yes",5,4.5,NA,"Medicare","Other"
"330",1035,4,"Aetna Health Inc. (Pennsylvania) - Illinois CMS Contract: H3931","IL","HMO","Yes",3.5,3,3.5,"Medicare","Aetna"
"331",1134,4,"Aetna Life Insurance Company (Illinois) CMS Contract: H5521","IL","PPO","Yes",3.5,4,3.5,"Medicare","Aetna"
"332",1232,4,"Health Alliance Connect CMS Contract: H1463","IL","HMO/POS","Yes",4.5,4,3,"Medicare","Health Alliance"
"333",1329,4,"Humana Benefit Plan of Illinois, Inc. CMS Contract: H1468","IL","HMO","Yes",4.5,4,3.5,"Medicare","Humana"
"334",1428,4,"Sierra Health and Life Insurance Company, Inc. (IL) CMS Contract: H2001","IL","PPO","Yes",4,5,3.5,"Medicare","Other"
"335",1528,3.5,"Coventry Health and Life Insurance Company (Iowa) CMS Contract: H1608","IL","PPO","No",4,3.5,3.5,"Medicare","Coventry"
"336",1627,3.5,"Coventry Health Care of Missouri, Inc. CMS Contract: H2663","IL","HMO/POS","No",4,4,3.5,"Medicare","Coventry"
"337",1726,3.5,"Essence Healthcare, Inc. CMS Contract: H2610","IL","HMO","No",4.5,4.5,3.5,"Medicare","Other"
"338",1822,3.5,"Sierra Health and Life Insurance Company, Inc. CMS Contract: H2406","IL","PPO","No",3.5,4,3.5,"Medicare","Other"
"339",1921,3.5,"UnitedHealthcare Insurance Company (IN,IL,MI,MN,OH,WI) CMS Contract: H2228","IL","PPO","Yes",3,3.5,3,"Medicare","United"
"340",2020,3.5,"UnitedHealthcare of the Midlands, Inc. - IL/IN CMS Contract: H2802","IL","HMO/POS","Yes",3.5,3.5,3,"Medicare","United"
"341",2118,3.5,"UnitedHealthcare of Wisconsin, Inc CMS Contract: H5253","IL","HMO/POS","Yes",3.5,4,3,"Medicare","United"
"342",2216,3,"Aetna Better Health of Illinois CMS Contract: H2506","IL","HMO","Yes",1.5,1,2.5,"Medicare","Aetna"
"343",2314,3,"Coventry Health Care of Illinois, Inc. CMS Contract: H7301","IL","PPO","No",3.5,3,3,"Medicare","Coventry"
"344",2412,3,"HealthSpring of Tennessee dba Cigna-HealthSpring of Illinois CMS Contract: H1415","IL","HMO","Yes",2.5,3,3,"Medicare","HealthSpring"
"345",2511,3,"HealthSpring of Tennessee dba Cigna-HealthSpring of Illinois CMS Contract: H6751","IL","HMO","Yes",2.5,1.5,2.5,"Medicare","HealthSpring"
"346",2611,3,"Humana Benefit Plan of Illinois, Inc. CMS Contract: H5525","IL","PPO","No",4,3,3,"Medicare","Humana"
"347",2710,3,"Humana Health Plan, Inc. (Illinois) CMS Contract: H0336","IL","HMO","Yes",1.5,1.5,3,"Medicare","Humana"
"348",289,2.5,"Harmony Health Plan of Illinois, Inc. CMS Contract: H1416","IL","HMO/POS","Yes",2.5,2,2,"Medicare","Other"
"349",937,3.5,"IlliniCare Health Special Project: MMAI","IL","HMO","Yes",4,NA,2.5,"Medicaid","Other"
"350",1036,3.5,"Meridian Health Plan of Illinois, Inc.","IL","HMO","Yes",2.5,3.5,3,"Medicaid","Other"
"351",1135,3,"Harmony Health Plan of Illinois, Inc. Special Area: IL Region","IL","HMO","Yes",1.5,3,2.5,"Medicaid","Other"
"352",1233,3,"IlliniCare Health Special Project: Illinois - ICP","IL","HMO","Yes",2.5,2,2.5,"Medicaid","Other"
"353",1330,3,"Molina Healthcare of Illinois, Inc.","IL","HMO","Yes",2.5,2.5,2.5,"Medicaid","Molina"
"354",1429,2.5,"IlliniCare Health Special Project: Illinois - FHP","IL","HMO","Yes",1,2,2.5,"Medicaid","Other"
"355",938,3.5,"Anthem Insurance Companies, Inc. dba Anthem Blue Cross and Blue Shield in Indiana","IN","PPO/EPO","Yes",3,3,3,"Commercial","Anthem"
"356",1037,3,"Aetna Health Inc. (Pennsylvania) - Illinois","IN","HMO/POS","Yes",3,2.5,3,"Commercial","Aetna"
"357",1136,3,"Aetna Health Inc. (Pennsylvania) - Ohio","IN","HMO/POS","Yes",3,2,3,"Commercial","Aetna"
"358",1234,3,"Aetna Life Insurance Company (Indiana)","IN","PPO/EPO","Yes",3,2,2.5,"Commercial","Aetna"
"359",1331,3,"United HealthCare Services, Inc. (Indiana)","IN","PPO","Yes",2.5,2.5,3,"Commercial","United"
"360",1430,3,"UnitedHealthcare Insurance Company (Indiana)","IN","PPO","Yes",2.5,2.5,3,"Commercial","United"
"361",1629,2.5,"Cigna Health and Life Insurance Company - Indiana","IN","PPO","Yes",3,1.5,2,"Commercial","Cigna"
"362",1728,1.5,"American Postal Workers Union Health Plan","IN","PPO","No",4,0.5,1.5,"Commercial","Other"
"363",939,4,"Aetna Life Insurance Company (Indiana) CMS Contract: H5521","IN","PPO","Yes",3.5,4,3.5,"Medicare","Aetna"
"364",1038,4,"Sierra Health and Life Insurance Company, Inc. (IN,MI,OH) CMS Contract: H2001","IN","PPO","Yes",4,5,3.5,"Medicare","Other"
"365",1137,3.5,"Sierra Health and Life Insurance Company, Inc. CMS Contract: H2406","IN","PPO","No",3.5,4,3.5,"Medicare","Other"
"366",1235,3.5,"UnitedHealthcare Insurance Company (IN,IL,MI,MN,OH,WI) CMS Contract: H2228","IN","PPO","Yes",3,3.5,3,"Medicare","United"
"367",1332,3.5,"UnitedHealthcare of the Midlands, Inc. - IL/IN CMS Contract: H2802","IN","HMO/POS","Yes",3.5,3.5,3,"Medicare","United"
"368",1431,3,"Care Improvement Plus South Central Insurance Company CMS Contract: H5322","IN","HMO/POS","No",3.5,3.5,2.5,"Medicare","Care Improvement"
"369",1531,3,"Humana Benefit Plan of Illinois, Inc. CMS Contract: H5525","IN","PPO","No",4,3,3,"Medicare","Humana"
"370",1630,3,"Indiana University Health Plans, Inc. CMS Contract: H7220","IN","HMO/POS","No",3.5,3.5,3,"Medicare","Other"
"371",940,3.5,"Anthem Insurance Companies, Inc. dba Anthem Blue Cross and Blue Shield in Indiana","IN","HMO","Yes",3,3.5,3,"Medicaid","Anthem"
"372",1039,3.5,"MDwise, Inc.","IN","HMO","Yes",3,3,3,"Medicaid","Other"
"373",1138,3,"Coordinated Care Corporation Indiana, Inc. (d/b/a Managed Health Services)","IN","HMO","Yes",3.5,2.5,2.5,"Medicaid","Other"
"374",941,4.5,"HealthPartners Administrators Inc.","IA","HMO/POS/PPO","Yes",3,4,4,"Commercial","Other"
"375",1040,4.5,"Medical Associates Health Plan, Inc. Special Project: Accreditation","IA","HMO/POS","Yes",4,3.5,4,"Commercial","Other"
"376",1139,4,"Avera Health Plans, Inc.","IA","HMO","Yes",4,3.5,3,"Commercial","Other"
"377",1237,4,"Health Alliance Midwest, Inc.","IA","HMO/POS","Yes",4,3.5,3.5,"Commercial","Health Alliance"
"378",1333,4,"Sanford Health Plan","IA","HMO","Yes",3,4,3.5,"Commercial","Other"
"379",1432,4,"United HealthCare Services, Inc. (Iowa)","IA","PPO","Yes",3,3.5,3.5,"Commercial","United"
"380",1532,4,"UnitedHealthcare Insurance Company (Iowa)","IA","PPO","Yes",3,3.5,3.5,"Commercial","United"
"381",1631,4,"UnitedHealthcare Plan of the River Valley, Inc.","IA","HMO/POS","Yes",3.5,3.5,3,"Commercial","United"
"382",1730,4,"Wellmark Health Plan of Iowa, Inc.","IA","HMO/POS","Yes",4,4,3.5,"Commercial","Other"
"383",1826,3.5,"Aetna Life Insurance Company (Iowa)","IA","PPO/EPO","Yes",2.5,2.5,3,"Commercial","Aetna"
"384",1925,3,"Cigna Health and Life Insurance Company - Iowa","IA","PPO","Yes",3,2,2.5,"Commercial","Cigna"
"385",2023,1.5,"American Postal Workers Union Health Plan","IA","PPO","No",4,0.5,1.5,"Commercial","Other"
"386",942,5,"Medical Associates Health Plan, Inc. CMS Contract: H1651","IA","HMO","Yes",5,4.5,NA,"Medicare","Other"
"387",1041,4.5,"Gundersen Health Plan, Inc. CMS Contract: H5262","IA","HMO","Yes",5,4.5,4,"Medicare","Other"
"388",1140,4,"Aetna Health Inc. (Florida) - Iowa CMS Contract: H1609","IA","HMO","Yes",4,4.5,3.5,"Medicare","Aetna"
"389",1238,4,"Aetna Life Insurance Company (Iowa) CMS Contract: H5521","IA","PPO","Yes",3.5,4,3.5,"Medicare","Aetna"
"390",1334,4,"Sierra Health and Life Insurance Company, Inc. (IA,KS,MO,NE) CMS Contract: H2001","IA","PPO","Yes",4,5,3.5,"Medicare","Other"
"391",1433,3.5,"Coventry Health and Life Insurance Company (Iowa) CMS Contract: H1608","IA","PPO","No",4,3.5,3.5,"Medicare","Coventry"
"392",1533,3.5,"Sierra Health and Life Insurance Company, Inc. CMS Contract: H2406","IA","PPO","No",3.5,4,3.5,"Medicare","Other"
"393",1632,3.5,"UnitedHealthcare Insurance Company (IA,KS,MO,NE) CMS Contract: H2228","IA","PPO","Yes",3,3.5,3,"Medicare","United"
"394",1731,3.5,"UnitedHealthcare of the Midlands CMS Contract: H2802","IA","HMO/POS","Yes",3.5,3.5,3,"Medicare","United"
"395",1827,3.5,"UnitedHealthcare of Wisconsin, Inc CMS Contract: H5253","IA","HMO/POS","Yes",3.5,4,3,"Medicare","United"
"396",1926,3,"CHA HMO, Inc (Hawaii/Iowa) CMS Contract: H0028","IA","HMO","No",2,3,3.5,"Medicare","Other"
"397",943,3.5,"UnitedHealthcare Plan of the River Valley, Inc. dba UnitedHealthcare Community Plan (IA)","IA","HMO","Yes",3,3,3.5,"Medicaid","United"
"398",944,4,"Blue Cross and Blue Shield of Kansas City, Good Health HMO, Inc.","KS","HMO","Yes",4,3.5,3,"Commercial","Blue"
"399",1043,3.5,"Blue Cross and Blue Shield of Kansas City","KS","PPO","Yes",3,3,3,"Commercial","Blue"
"400",1141,3.5,"Humana Health Plan, Inc. (Kansas City)","KS","HMO/POS","Yes",4,2,3,"Commercial","Humana"
"401",1239,3,"Aetna Health Inc. (Pennsylvania) - Missouri","KS","HMO/POS","Yes",2.5,2,3,"Commercial","Aetna"
"402",1335,3,"Aetna Life Insurance Company (Kansas)","KS","PPO/EPO","Yes",3,2,2.5,"Commercial","Aetna"
"403",1434,3,"Humana Insurance Company (KS, MO)","KS","PPO","Yes",2,2.5,3,"Commercial","Humana"
"404",1534,3,"United Healthcare Services, Inc (Kansas)","KS","PPO","Yes",2.5,2,3,"Commercial","United"
"405",1633,3,"UnitedHealthcare Insurance Company (Kansas)","KS","PPO","Yes",2.5,2,3,"Commercial","United"
"406",1732,2.5,"Cigna Health and Life Insurance Company - Kansas","KS","PPO","Yes",3,1.5,2,"Commercial","Cigna"
"407",1828,2.5,"Cigna HealthCare of St. Louis, Inc.","KS","HMO/POS","Yes",2.5,2,2,"Commercial","Cigna"
"408",1927,1.5,"American Postal Workers Union Health Plan","KS","PPO","No",4,0.5,1.5,"Commercial","Other"
"409",945,4,"Aetna Health Inc. (Pennsylvania) - Missouri CMS Contract: H3931","KS","HMO","Yes",3.5,3,3.5,"Medicare","Aetna"
"410",1044,4,"Aetna Life Insurance Company (Kansas) CMS Contract: H5521","KS","PPO","Yes",3.5,4,3.5,"Medicare","Aetna"
"411",1142,4,"Sierra Health and Life Insurance Company, Inc. CMS Contract: H5652","KS","HMO/POS","No",3.5,4.5,4,"Medicare","Other"
"412",1240,4,"Sierra Health and Life Insurance Company, Inc. (IA,KS,MO,NE) CMS Contract: H2001","KS","PPO","Yes",4,5,3.5,"Medicare","Other"
"413",1336,3.5,"Coventry Health and Life Insurance Company (Iowa) CMS Contract: H1608","KS","PPO","No",4,3.5,3.5,"Medicare","Coventry"
"414",1435,3.5,"Coventry Health Care of Missouri, Inc. CMS Contract: H2663","KS","HMO/POS","No",4,4,3.5,"Medicare","Coventry"
"415",1535,3.5,"Humana Health Plan, Inc. (Kansas City) CMS Contract: H2649","KS","HMO","Yes",2.5,3,3,"Medicare","Humana"
