"","state","abbreviation","v1","rating","plan","type","ncqa","consumersat","prevention","treatment","instype","plantype","year","pop_2016.x","pct_pop_age0-18_2016","pct_pop_age19-25_2016","pct_pop_age26-34_2016","pct_pop_age35-54_2016","pct_pop_age55-64_2016","pct_pop_age65_2016","pct_citizen_2016","pct_male_2016","pct_female_2016","pct_white_2016","pct_black_2016","pct_hispanic_2016","pct_asian_2016","pct_native_2016","pct_pacific_2016","pct_two_or_more_races_2016","pct_fpv<100_2016","pct_fpv100-199_2016","pct_fpv200-399_2016","pct_fpv>400_2016","med_house_income_2016","pct_unemployed_2016","avg_monthly_SNAP_2016","expend_per_cap_2016","forclosure_rate_2016","pct_change_monthly_umployment_2016","pct_change_monthly_SNAP_2016","economic_distress_rank_2016","pct_any_mental_illness_2016","pct_serious_mental_illness_2016","cancer_death_rate_2016","death_rate_2016","cvs_death_rate_2016","firearm_death_rate_2016","opioid_od_death_rate_2016","all_drug_od_death_rate_2016","flu_pna_death_2016","pct_smoke_2016","pct_reported_poor_health_2016","expansion_2017","total_medicaid_enroll_2017","expansion_group_enrolled_2017","expansion_group_newly_eligible_enrolled_2017","hosp_expense_inpatient_day_2016","hosp_rate_gov_hosp_2016","hosp_rate_nonprofit_hosp_2016","hosp_rate_forprofit_hosp_2016","hosp_rate_total_2016","pct_uninsured_2013","pct_uninsured_2016","pct_change_uninsured_2013_2016","herfindahl_hirschman_Index_2016","market_share_largest_insure_2016","no_insure_>5%_mark_share_2016","gross_margins_per_member_2016","total_pc_hpsa_2017","pop_hpsa_2017","pct_needs_met_2017","no_practitioners_needed_2017","pct_hdhp_2017","avg_fam_prem_employee_cont_2016","avg_fam_prem_employer_cont_2016","avg_fam_prem_total_2016","avg_sing_prem_employee_cont_2016","avg_sing_prem_employer_cont_2016","avg_sing_prem_total_2016","hc_exp_per_cap_2014","avg_bench_mktplace_prem","pct_pot_mkt_pop_enrol_2016","no_insur_provid_2016","insur_spend_per_cap_2014","pct_not_hav_pcp_2016","quality_rank_2016","quality_value_2016","no_pcp_2018","no_specialist_2018","no_total_md_2018","pop_2016.y","land_area","pop_density","pct_disability_2016","num_gov_beds_2016","num_non_profit_beds_2016","num_for_profit_beds_2016","num_total_beds_2016","no_pcp_per_pop","no_specialists_per_pop","no_total_md_pop","rx_opioid_deaths_16.x","pct_no_place_care_2014.x","doc_dens","insured_dens","pct_non_citizen_2016","rx_opioid_deaths_16.y","pct_no_place_care_2014.y","rx_opioid_deaths_16","pct_no_place_care_2014"
"89","Florida","FL",236,3,"Health Options Inc.","HMO","Yes",3,3,2.5,"Commercial","Other",2016,20545300,22,8,12,26,13,19,89,48,52,0.55,0.15,0.26,0.03,"<.01",NA,0.01,13.04,19.64,31.39,35.93,51176,4.9,3454530,3509,890,-4.3,-10,27,16.8,3.5,146.9,666.6,146.2,12.6,14.4,23.7,9.3,15.5,19.5,0,4036400,NA,NA,2091.2,98,310,211,619,28.8,18.4,-10.4,2466,44,6,69,264,5990814,21.82,1609,64.6,6297,11692,17989,1568,4692,6260,8076,287,58,7,4606,28,36,-0.307,27031,28971,56002,20545300,53997,380.489656832787,13.7,0.4,1.2,1,2.6,1.31567803828613,1.41010352732742,2.72578156561355,2423,0.215,1.03713169250144,19.0832231420264,11,2423,0.215,2423,0.215
"90","Florida","FL",246,3,"Humana Medical Plan, Inc. - Florida","HMO/POS","Yes",1.5,3,2.5,"Commercial","Humana",2016,20545300,22,8,12,26,13,19,89,48,52,0.55,0.15,0.26,0.03,"<.01",NA,0.01,13.04,19.64,31.39,35.93,51176,4.9,3454530,3509,890,-4.3,-10,27,16.8,3.5,146.9,666.6,146.2,12.6,14.4,23.7,9.3,15.5,19.5,0,4036400,NA,NA,2091.2,98,310,211,619,28.8,18.4,-10.4,2466,44,6,69,264,5990814,21.82,1609,64.6,6297,11692,17989,1568,4692,6260,8076,287,58,7,4606,28,36,-0.307,27031,28971,56002,20545300,53997,380.489656832787,13.7,0.4,1.2,1,2.6,1.31567803828613,1.41010352732742,2.72578156561355,2423,0.215,1.03713169250144,19.0832231420264,11,2423,0.215,2423,0.215
"91","Florida","FL",255,3,"Neighborhood Health Partnership, Inc.","HMO/POS","Yes",3,3,2.5,"Commercial","Other",2016,20545300,22,8,12,26,13,19,89,48,52,0.55,0.15,0.26,0.03,"<.01",NA,0.01,13.04,19.64,31.39,35.93,51176,4.9,3454530,3509,890,-4.3,-10,27,16.8,3.5,146.9,666.6,146.2,12.6,14.4,23.7,9.3,15.5,19.5,0,4036400,NA,NA,2091.2,98,310,211,619,28.8,18.4,-10.4,2466,44,6,69,264,5990814,21.82,1609,64.6,6297,11692,17989,1568,4692,6260,8076,287,58,7,4606,28,36,-0.307,27031,28971,56002,20545300,53997,380.489656832787,13.7,0.4,1.2,1,2.6,1.31567803828613,1.41010352732742,2.72578156561355,2423,0.215,1.03713169250144,19.0832231420264,11,2423,0.215,2423,0.215
"92","Florida","FL",264,3,"UnitedHealthcare of Florida, Inc.","HMO/POS","Yes",3,2.5,2.5,"Commercial","United",2016,20545300,22,8,12,26,13,19,89,48,52,0.55,0.15,0.26,0.03,"<.01",NA,0.01,13.04,19.64,31.39,35.93,51176,4.9,3454530,3509,890,-4.3,-10,27,16.8,3.5,146.9,666.6,146.2,12.6,14.4,23.7,9.3,15.5,19.5,0,4036400,NA,NA,2091.2,98,310,211,619,28.8,18.4,-10.4,2466,44,6,69,264,5990814,21.82,1609,64.6,6297,11692,17989,1568,4692,6260,8076,287,58,7,4606,28,36,-0.307,27031,28971,56002,20545300,53997,380.489656832787,13.7,0.4,1.2,1,2.6,1.31567803828613,1.41010352732742,2.72578156561355,2423,0.215,1.03713169250144,19.0832231420264,11,2423,0.215,2423,0.215
"93","Georgia","GA",927,4.5,"Kaiser Foundation Health Plan of Georgia, Inc.","HMO","Yes",3.5,4.5,4,"Commercial","Kaiser",2016,10280800,26,9,12,27,13,13,93,48,52,0.52,0.32,0.1,0.04,NA,NA,0.02,15.47,19.56,28.3,36.67,53527,5.4,1733473,4610,1023,-3,-5.5,21,17.2,4,160.2,800.4,179,15,8.8,13.3,14.3,17.9,19.1,0,1874300,NA,NA,1739.63,73,465,63,601,25.8,18,-7.8,2068,32,6,-24,239,3239213,43.85,612,60.3,5506,12746,18252,1409,4646,6055,6587,287,41,8,4406,27.3,41,-0.464,12335,12576,24911,10280800,57919,177.503064624735,12.9,0.3,1.8,0.3,2.4,1.19980935335772,1.22325110886312,2.42306046222084,715,0.174,0.430100657815225,7.74181184067405,7,715,0.174,715,0.174
"94","Georgia","GA",1026,3.5,"Aetna Health Inc. (Georgia)","HMO/POS","Yes",4,3,2.5,"Commercial","Aetna",2016,10280800,26,9,12,27,13,13,93,48,52,0.52,0.32,0.1,0.04,NA,NA,0.02,15.47,19.56,28.3,36.67,53527,5.4,1733473,4610,1023,-3,-5.5,21,17.2,4,160.2,800.4,179,15,8.8,13.3,14.3,17.9,19.1,0,1874300,NA,NA,1739.63,73,465,63,601,25.8,18,-7.8,2068,32,6,-24,239,3239213,43.85,612,60.3,5506,12746,18252,1409,4646,6055,6587,287,41,8,4406,27.3,41,-0.464,12335,12576,24911,10280800,57919,177.503064624735,12.9,0.3,1.8,0.3,2.4,1.19980935335772,1.22325110886312,2.42306046222084,715,0.174,0.430100657815225,7.74181184067405,7,715,0.174,715,0.174
"95","Georgia","GA",1123,3.5,"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.","HMO/POS","Yes",3,3.5,3,"Commercial","Blue",2016,10280800,26,9,12,27,13,13,93,48,52,0.52,0.32,0.1,0.04,NA,NA,0.02,15.47,19.56,28.3,36.67,53527,5.4,1733473,4610,1023,-3,-5.5,21,17.2,4,160.2,800.4,179,15,8.8,13.3,14.3,17.9,19.1,0,1874300,NA,NA,1739.63,73,465,63,601,25.8,18,-7.8,2068,32,6,-24,239,3239213,43.85,612,60.3,5506,12746,18252,1409,4646,6055,6587,287,41,8,4406,27.3,41,-0.464,12335,12576,24911,10280800,57919,177.503064624735,12.9,0.3,1.8,0.3,2.4,1.19980935335772,1.22325110886312,2.42306046222084,715,0.174,0.430100657815225,7.74181184067405,7,715,0.174,715,0.174
"96","Georgia","GA",1222,3.5,"Cigna Health and Life Insurance Company - Georgia","PPO","Yes",3,3,3,"Commercial","Cigna",2016,10280800,26,9,12,27,13,13,93,48,52,0.52,0.32,0.1,0.04,NA,NA,0.02,15.47,19.56,28.3,36.67,53527,5.4,1733473,4610,1023,-3,-5.5,21,17.2,4,160.2,800.4,179,15,8.8,13.3,14.3,17.9,19.1,0,1874300,NA,NA,1739.63,73,465,63,601,25.8,18,-7.8,2068,32,6,-24,239,3239213,43.85,612,60.3,5506,12746,18252,1409,4646,6055,6587,287,41,8,4406,27.3,41,-0.464,12335,12576,24911,10280800,57919,177.503064624735,12.9,0.3,1.8,0.3,2.4,1.19980935335772,1.22325110886312,2.42306046222084,715,0.174,0.430100657815225,7.74181184067405,7,715,0.174,715,0.174
"97","Georgia","GA",1321,3.5,"Connecticut General Life Insurance Company - Georgia","PPO","Yes",3,3,3,"Commercial","Connecticut General",2016,10280800,26,9,12,27,13,13,93,48,52,0.52,0.32,0.1,0.04,NA,NA,0.02,15.47,19.56,28.3,36.67,53527,5.4,1733473,4610,1023,-3,-5.5,21,17.2,4,160.2,800.4,179,15,8.8,13.3,14.3,17.9,19.1,0,1874300,NA,NA,1739.63,73,465,63,601,25.8,18,-7.8,2068,32,6,-24,239,3239213,43.85,612,60.3,5506,12746,18252,1409,4646,6055,6587,287,41,8,4406,27.3,41,-0.464,12335,12576,24911,10280800,57919,177.503064624735,12.9,0.3,1.8,0.3,2.4,1.19980935335772,1.22325110886312,2.42306046222084,715,0.174,0.430100657815225,7.74181184067405,7,715,0.174,715,0.174
"98","Georgia","GA",1419,3.5,"United Healthcare Services, Inc (Georgia)","PPO","Yes",3,3,2.5,"Commercial","United",2016,10280800,26,9,12,27,13,13,93,48,52,0.52,0.32,0.1,0.04,NA,NA,0.02,15.47,19.56,28.3,36.67,53527,5.4,1733473,4610,1023,-3,-5.5,21,17.2,4,160.2,800.4,179,15,8.8,13.3,14.3,17.9,19.1,0,1874300,NA,NA,1739.63,73,465,63,601,25.8,18,-7.8,2068,32,6,-24,239,3239213,43.85,612,60.3,5506,12746,18252,1409,4646,6055,6587,287,41,8,4406,27.3,41,-0.464,12335,12576,24911,10280800,57919,177.503064624735,12.9,0.3,1.8,0.3,2.4,1.19980935335772,1.22325110886312,2.42306046222084,715,0.174,0.430100657815225,7.74181184067405,7,715,0.174,715,0.174
"99","Georgia","GA",1517,3.5,"UnitedHealthcare Insurance Company (Georgia)","PPO","Yes",3,3,2.5,"Commercial","United",2016,10280800,26,9,12,27,13,13,93,48,52,0.52,0.32,0.1,0.04,NA,NA,0.02,15.47,19.56,28.3,36.67,53527,5.4,1733473,4610,1023,-3,-5.5,21,17.2,4,160.2,800.4,179,15,8.8,13.3,14.3,17.9,19.1,0,1874300,NA,NA,1739.63,73,465,63,601,25.8,18,-7.8,2068,32,6,-24,239,3239213,43.85,612,60.3,5506,12746,18252,1409,4646,6055,6587,287,41,8,4406,27.3,41,-0.464,12335,12576,24911,10280800,57919,177.503064624735,12.9,0.3,1.8,0.3,2.4,1.19980935335772,1.22325110886312,2.42306046222084,715,0.174,0.430100657815225,7.74181184067405,7,715,0.174,715,0.174
"100","Georgia","GA",1616,3,"Aetna Health Inc. (Georgia) dba Coventry Health Care of Georgia Inc.","HMO/POS","Yes",2,2.5,2,"Commercial","Coventry",2016,10280800,26,9,12,27,13,13,93,48,52,0.52,0.32,0.1,0.04,NA,NA,0.02,15.47,19.56,28.3,36.67,53527,5.4,1733473,4610,1023,-3,-5.5,21,17.2,4,160.2,800.4,179,15,8.8,13.3,14.3,17.9,19.1,0,1874300,NA,NA,1739.63,73,465,63,601,25.8,18,-7.8,2068,32,6,-24,239,3239213,43.85,612,60.3,5506,12746,18252,1409,4646,6055,6587,287,41,8,4406,27.3,41,-0.464,12335,12576,24911,10280800,57919,177.503064624735,12.9,0.3,1.8,0.3,2.4,1.19980935335772,1.22325110886312,2.42306046222084,715,0.174,0.430100657815225,7.74181184067405,7,715,0.174,715,0.174
"101","Georgia","GA",1715,3,"Aetna Life Insurance Company (Georgia)","PPO","Yes",3,2.5,2,"Commercial","Aetna",2016,10280800,26,9,12,27,13,13,93,48,52,0.52,0.32,0.1,0.04,NA,NA,0.02,15.47,19.56,28.3,36.67,53527,5.4,1733473,4610,1023,-3,-5.5,21,17.2,4,160.2,800.4,179,15,8.8,13.3,14.3,17.9,19.1,0,1874300,NA,NA,1739.63,73,465,63,601,25.8,18,-7.8,2068,32,6,-24,239,3239213,43.85,612,60.3,5506,12746,18252,1409,4646,6055,6587,287,41,8,4406,27.3,41,-0.464,12335,12576,24911,10280800,57919,177.503064624735,12.9,0.3,1.8,0.3,2.4,1.19980935335772,1.22325110886312,2.42306046222084,715,0.174,0.430100657815225,7.74181184067405,7,715,0.174,715,0.174
"102","Georgia","GA",1815,3,"Blue Cross Blue Shield of Georgia, Inc.","PPO","Yes",3.5,2.5,2,"Commercial","Blue",2016,10280800,26,9,12,27,13,13,93,48,52,0.52,0.32,0.1,0.04,NA,NA,0.02,15.47,19.56,28.3,36.67,53527,5.4,1733473,4610,1023,-3,-5.5,21,17.2,4,160.2,800.4,179,15,8.8,13.3,14.3,17.9,19.1,0,1874300,NA,NA,1739.63,73,465,63,601,25.8,18,-7.8,2068,32,6,-24,239,3239213,43.85,612,60.3,5506,12746,18252,1409,4646,6055,6587,287,41,8,4406,27.3,41,-0.464,12335,12576,24911,10280800,57919,177.503064624735,12.9,0.3,1.8,0.3,2.4,1.19980935335772,1.22325110886312,2.42306046222084,715,0.174,0.430100657815225,7.74181184067405,7,715,0.174,715,0.174
"103","Georgia","GA",1914,3,"Humana Employers Health Plan of Georgia, Inc.","HMO/POS","Yes",2.5,3,2,"Commercial","Humana",2016,10280800,26,9,12,27,13,13,93,48,52,0.52,0.32,0.1,0.04,NA,NA,0.02,15.47,19.56,28.3,36.67,53527,5.4,1733473,4610,1023,-3,-5.5,21,17.2,4,160.2,800.4,179,15,8.8,13.3,14.3,17.9,19.1,0,1874300,NA,NA,1739.63,73,465,63,601,25.8,18,-7.8,2068,32,6,-24,239,3239213,43.85,612,60.3,5506,12746,18252,1409,4646,6055,6587,287,41,8,4406,27.3,41,-0.464,12335,12576,24911,10280800,57919,177.503064624735,12.9,0.3,1.8,0.3,2.4,1.19980935335772,1.22325110886312,2.42306046222084,715,0.174,0.430100657815225,7.74181184067405,7,715,0.174,715,0.174
"104","Georgia","GA",2012,2.5,"Alliant Health Plans, Inc.","PPO","Yes",3.5,1.5,1.5,"Commercial","Other",2016,10280800,26,9,12,27,13,13,93,48,52,0.52,0.32,0.1,0.04,NA,NA,0.02,15.47,19.56,28.3,36.67,53527,5.4,1733473,4610,1023,-3,-5.5,21,17.2,4,160.2,800.4,179,15,8.8,13.3,14.3,17.9,19.1,0,1874300,NA,NA,1739.63,73,465,63,601,25.8,18,-7.8,2068,32,6,-24,239,3239213,43.85,612,60.3,5506,12746,18252,1409,4646,6055,6587,287,41,8,4406,27.3,41,-0.464,12335,12576,24911,10280800,57919,177.503064624735,12.9,0.3,1.8,0.3,2.4,1.19980935335772,1.22325110886312,2.42306046222084,715,0.174,0.430100657815225,7.74181184067405,7,715,0.174,715,0.174
"105","Georgia","GA",2112,2.5,"UnitedHealthCare of Georgia, Inc.","HMO/POS","Yes",2.5,2.5,1.5,"Commercial","United",2016,10280800,26,9,12,27,13,13,93,48,52,0.52,0.32,0.1,0.04,NA,NA,0.02,15.47,19.56,28.3,36.67,53527,5.4,1733473,4610,1023,-3,-5.5,21,17.2,4,160.2,800.4,179,15,8.8,13.3,14.3,17.9,19.1,0,1874300,NA,NA,1739.63,73,465,63,601,25.8,18,-7.8,2068,32,6,-24,239,3239213,43.85,612,60.3,5506,12746,18252,1409,4646,6055,6587,287,41,8,4406,27.3,41,-0.464,12335,12576,24911,10280800,57919,177.503064624735,12.9,0.3,1.8,0.3,2.4,1.19980935335772,1.22325110886312,2.42306046222084,715,0.174,0.430100657815225,7.74181184067405,7,715,0.174,715,0.174
"106","Hawaii","HI",930,4.5,"Hawaii Medical Service Association (Federal Plan 87)","HMO/POS","Yes",5,4,3,"Commercial","Other",2016,1392400,23,9,13,24,14,17,90,49,51,0.19,0.02,0.1,0.39,NA,"0.17",0.14,9.31,14.95,29.23,46.51,72133,3,176729,9685,2222,-4.8,-5,39,14.7,3,128.7,572,127,4.5,5.2,12.8,24.4,13.1,14.8,1,328400,115400,33900,2411.57,69,423,NA,492,9.6,4.6,-5,5148,60,2,-78,26,184449,69.81,17,11.2,4354,12008,16362,703,5160,5863,7299,262,26,2,4222,15.3,1,0.905,1809,1798,3607,1392400,6423,216.78343453215,11.1,0.3,1.4,0,1.7,1.29919563343867,1.29129560471129,2.59049123814996,61,0.1,0.56157558773159,2.58324770356531,10,61,0.1,61,0.1
"107","Hawaii","HI",1029,4.5,"Kaiser Foundation Health Plan, Inc. - Hawaii","HMO","Yes",3,4.5,4,"Commercial","Kaiser",2016,1392400,23,9,13,24,14,17,90,49,51,0.19,0.02,0.1,0.39,NA,"0.17",0.14,9.31,14.95,29.23,46.51,72133,3,176729,9685,2222,-4.8,-5,39,14.7,3,128.7,572,127,4.5,5.2,12.8,24.4,13.1,14.8,1,328400,115400,33900,2411.57,69,423,NA,492,9.6,4.6,-5,5148,60,2,-78,26,184449,69.81,17,11.2,4354,12008,16362,703,5160,5863,7299,262,26,2,4222,15.3,1,0.905,1809,1798,3607,1392400,6423,216.78343453215,11.1,0.3,1.4,0,1.7,1.29919563343867,1.29129560471129,2.59049123814996,61,0.1,0.56157558773159,2.58324770356531,10,61,0.1,61,0.1
"108","Hawaii","HI",1126,4,"Hawaii Medical Service Association (HMSA)","PPO","Yes",5,3.5,2.5,"Commercial","Other",2016,1392400,23,9,13,24,14,17,90,49,51,0.19,0.02,0.1,0.39,NA,"0.17",0.14,9.31,14.95,29.23,46.51,72133,3,176729,9685,2222,-4.8,-5,39,14.7,3,128.7,572,127,4.5,5.2,12.8,24.4,13.1,14.8,1,328400,115400,33900,2411.57,69,423,NA,492,9.6,4.6,-5,5148,60,2,-78,26,184449,69.81,17,11.2,4354,12008,16362,703,5160,5863,7299,262,26,2,4222,15.3,1,0.905,1809,1798,3607,1392400,6423,216.78343453215,11.1,0.3,1.4,0,1.7,1.29919563343867,1.29129560471129,2.59049123814996,61,0.1,0.56157558773159,2.58324770356531,10,61,0.1,61,0.1
"109","Hawaii","HI",1224,3.5,"Hawaii Medical Service Association (HMSA)","HMO/POS","Yes",3.5,3.5,3,"Commercial","Other",2016,1392400,23,9,13,24,14,17,90,49,51,0.19,0.02,0.1,0.39,NA,"0.17",0.14,9.31,14.95,29.23,46.51,72133,3,176729,9685,2222,-4.8,-5,39,14.7,3,128.7,572,127,4.5,5.2,12.8,24.4,13.1,14.8,1,328400,115400,33900,2411.57,69,423,NA,492,9.6,4.6,-5,5148,60,2,-78,26,184449,69.81,17,11.2,4354,12008,16362,703,5160,5863,7299,262,26,2,4222,15.3,1,0.905,1809,1798,3607,1392400,6423,216.78343453215,11.1,0.3,1.4,0,1.7,1.29919563343867,1.29129560471129,2.59049123814996,61,0.1,0.56157558773159,2.58324770356531,10,61,0.1,61,0.1
"110","Hawaii","HI",1323,1.5,"Hawaii Medical Service Association (HMSA) Special Project: Hawaii","PPO","Yes",3,1,0.5,"Commercial","Other",2016,1392400,23,9,13,24,14,17,90,49,51,0.19,0.02,0.1,0.39,NA,"0.17",0.14,9.31,14.95,29.23,46.51,72133,3,176729,9685,2222,-4.8,-5,39,14.7,3,128.7,572,127,4.5,5.2,12.8,24.4,13.1,14.8,1,328400,115400,33900,2411.57,69,423,NA,492,9.6,4.6,-5,5148,60,2,-78,26,184449,69.81,17,11.2,4354,12008,16362,703,5160,5863,7299,262,26,2,4222,15.3,1,0.905,1809,1798,3607,1392400,6423,216.78343453215,11.1,0.3,1.4,0,1.7,1.29919563343867,1.29129560471129,2.59049123814996,61,0.1,0.56157558773159,2.58324770356531,10,61,0.1,61,0.1
"111","Idaho","ID",933,3.5,"Group Health Options, Inc.","HMO/POS","Yes",2,3.5,3.5,"Commercial","Group Health",2016,1679000,28,9,11,24,13,15,96,50,50,0.82,0.01,0.13,0.02,NA,NA,0.01,11.11,19.85,35.12,33.93,56564,3.8,185303,4358,2000,-4.2,-7.5,41,21,4.8,150.9,725,160,14.6,7.4,15.2,11.3,14.5,15.9,0,311400,NA,NA,2707.92,89,215,85,389,23.2,15.2,-8,3369,49,4,-14,103,531793,48.36,88,51.6,5171,12328,17499,872,4722,5594,6927,284,51,5,3560,27.7,15,0.356,1599,1325,2924,1679000,82751,20.2897850177037,13.4,0.5,1.1,0.4,2,0.952352590827874,0.789160214413341,1.74151280524121,91,0.266,0.0353349204239224,0.53709079044362,4,91,0.266,91,0.266
"112","Idaho","ID",1032,3.5,"Group Health Options, Inc.","PPO","Yes",2,3.5,3.5,"Commercial","Group Health",2016,1679000,28,9,11,24,13,15,96,50,50,0.82,0.01,0.13,0.02,NA,NA,0.01,11.11,19.85,35.12,33.93,56564,3.8,185303,4358,2000,-4.2,-7.5,41,21,4.8,150.9,725,160,14.6,7.4,15.2,11.3,14.5,15.9,0,311400,NA,NA,2707.92,89,215,85,389,23.2,15.2,-8,3369,49,4,-14,103,531793,48.36,88,51.6,5171,12328,17499,872,4722,5594,6927,284,51,5,3560,27.7,15,0.356,1599,1325,2924,1679000,82751,20.2897850177037,13.4,0.5,1.1,0.4,2,0.952352590827874,0.789160214413341,1.74151280524121,91,0.266,0.0353349204239224,0.53709079044362,4,91,0.266,91,0.266
"113","Idaho","ID",1129,3,"Aetna Health of Utah Inc. dba Altius Health Plans Inc.","HMO/POS","Yes",1.5,2.5,3,"Commercial","Aetna",2016,1679000,28,9,11,24,13,15,96,50,50,0.82,0.01,0.13,0.02,NA,NA,0.01,11.11,19.85,35.12,33.93,56564,3.8,185303,4358,2000,-4.2,-7.5,41,21,4.8,150.9,725,160,14.6,7.4,15.2,11.3,14.5,15.9,0,311400,NA,NA,2707.92,89,215,85,389,23.2,15.2,-8,3369,49,4,-14,103,531793,48.36,88,51.6,5171,12328,17499,872,4722,5594,6927,284,51,5,3560,27.7,15,0.356,1599,1325,2924,1679000,82751,20.2897850177037,13.4,0.5,1.1,0.4,2,0.952352590827874,0.789160214413341,1.74151280524121,91,0.266,0.0353349204239224,0.53709079044362,4,91,0.266,91,0.266
"114","Idaho","ID",1227,3,"Aetna Life Insurance Company (Idaho)","PPO","Yes",3,2,2,"Commercial","Aetna",2016,1679000,28,9,11,24,13,15,96,50,50,0.82,0.01,0.13,0.02,NA,NA,0.01,11.11,19.85,35.12,33.93,56564,3.8,185303,4358,2000,-4.2,-7.5,41,21,4.8,150.9,725,160,14.6,7.4,15.2,11.3,14.5,15.9,0,311400,NA,NA,2707.92,89,215,85,389,23.2,15.2,-8,3369,49,4,-14,103,531793,48.36,88,51.6,5171,12328,17499,872,4722,5594,6927,284,51,5,3560,27.7,15,0.356,1599,1325,2924,1679000,82751,20.2897850177037,13.4,0.5,1.1,0.4,2,0.952352590827874,0.789160214413341,1.74151280524121,91,0.266,0.0353349204239224,0.53709079044362,4,91,0.266,91,0.266
"115","Idaho","ID",1326,3,"Blue Cross of Idaho Health Services, Inc.","PPO","No (Scheduled)",3.5,3,3,"Commercial","Blue",2016,1679000,28,9,11,24,13,15,96,50,50,0.82,0.01,0.13,0.02,NA,NA,0.01,11.11,19.85,35.12,33.93,56564,3.8,185303,4358,2000,-4.2,-7.5,41,21,4.8,150.9,725,160,14.6,7.4,15.2,11.3,14.5,15.9,0,311400,NA,NA,2707.92,89,215,85,389,23.2,15.2,-8,3369,49,4,-14,103,531793,48.36,88,51.6,5171,12328,17499,872,4722,5594,6927,284,51,5,3560,27.7,15,0.356,1599,1325,2924,1679000,82751,20.2897850177037,13.4,0.5,1.1,0.4,2,0.952352590827874,0.789160214413341,1.74151280524121,91,0.266,0.0353349204239224,0.53709079044362,4,91,0.266,91,0.266
"116","Idaho","ID",1423,3,"SelectHealth Inc. (ID)","POS","No (Scheduled)",3,3.5,3,"Commercial","Other",2016,1679000,28,9,11,24,13,15,96,50,50,0.82,0.01,0.13,0.02,NA,NA,0.01,11.11,19.85,35.12,33.93,56564,3.8,185303,4358,2000,-4.2,-7.5,41,21,4.8,150.9,725,160,14.6,7.4,15.2,11.3,14.5,15.9,0,311400,NA,NA,2707.92,89,215,85,389,23.2,15.2,-8,3369,49,4,-14,103,531793,48.36,88,51.6,5171,12328,17499,872,4722,5594,6927,284,51,5,3560,27.7,15,0.356,1599,1325,2924,1679000,82751,20.2897850177037,13.4,0.5,1.1,0.4,2,0.952352590827874,0.789160214413341,1.74151280524121,91,0.266,0.0353349204239224,0.53709079044362,4,91,0.266,91,0.266
"117","Idaho","ID",1521,3,"United Healthcare Services, Inc (Idaho)","PPO","Yes",2.5,2.5,2.5,"Commercial","United",2016,1679000,28,9,11,24,13,15,96,50,50,0.82,0.01,0.13,0.02,NA,NA,0.01,11.11,19.85,35.12,33.93,56564,3.8,185303,4358,2000,-4.2,-7.5,41,21,4.8,150.9,725,160,14.6,7.4,15.2,11.3,14.5,15.9,0,311400,NA,NA,2707.92,89,215,85,389,23.2,15.2,-8,3369,49,4,-14,103,531793,48.36,88,51.6,5171,12328,17499,872,4722,5594,6927,284,51,5,3560,27.7,15,0.356,1599,1325,2924,1679000,82751,20.2897850177037,13.4,0.5,1.1,0.4,2,0.952352590827874,0.789160214413341,1.74151280524121,91,0.266,0.0353349204239224,0.53709079044362,4,91,0.266,91,0.266
"118","Idaho","ID",1620,3,"UnitedHealthcare Insurance Company (Idaho)","PPO","Yes",2.5,2.5,2.5,"Commercial","United",2016,1679000,28,9,11,24,13,15,96,50,50,0.82,0.01,0.13,0.02,NA,NA,0.01,11.11,19.85,35.12,33.93,56564,3.8,185303,4358,2000,-4.2,-7.5,41,21,4.8,150.9,725,160,14.6,7.4,15.2,11.3,14.5,15.9,0,311400,NA,NA,2707.92,89,215,85,389,23.2,15.2,-8,3369,49,4,-14,103,531793,48.36,88,51.6,5171,12328,17499,872,4722,5594,6927,284,51,5,3560,27.7,15,0.356,1599,1325,2924,1679000,82751,20.2897850177037,13.4,0.5,1.1,0.4,2,0.952352590827874,0.789160214413341,1.74151280524121,91,0.266,0.0353349204239224,0.53709079044362,4,91,0.266,91,0.266
"119","Idaho","ID",1718,2.5,"PacificSource Health Plans - Idaho","PPO","Yes",2.5,2,2.5,"Commercial","Other",2016,1679000,28,9,11,24,13,15,96,50,50,0.82,0.01,0.13,0.02,NA,NA,0.01,11.11,19.85,35.12,33.93,56564,3.8,185303,4358,2000,-4.2,-7.5,41,21,4.8,150.9,725,160,14.6,7.4,15.2,11.3,14.5,15.9,0,311400,NA,NA,2707.92,89,215,85,389,23.2,15.2,-8,3369,49,4,-14,103,531793,48.36,88,51.6,5171,12328,17499,872,4722,5594,6927,284,51,5,3560,27.7,15,0.356,1599,1325,2924,1679000,82751,20.2897850177037,13.4,0.5,1.1,0.4,2,0.952352590827874,0.789160214413341,1.74151280524121,91,0.266,0.0353349204239224,0.53709079044362,4,91,0.266,91,0.266
