state,abbreviation,x,rating,plan,type,ncqa,consumersat,prevention,treatment,instype,plantype,year,pop_2016.x,pct_pop_age0.18_2016,pct_pop_age19.25_2016,pct_pop_age26.34_2016,pct_pop_age35.54_2016,pct_pop_age55.64_2016,pct_pop_age65_2016,pct_citizen_2016,pct_male_2016,pct_female_2016,pct_white_2016,pct_black_2016,pct_hispanic_2016,pct_asian_2016,pct_native_2016,pct_pacific_2016,pct_two_or_more_races_2016,pct_fpv.100_2016,pct_fpv100.199_2016,pct_fpv200.399_2016,pct_fpv.400_2016,med_house_income_2016,pct_unemployed_2016,avg_monthly_SNAP_2016,expend_per_cap_2016,forclosure_rate_2016,pct_change_monthly_umployment_2016,pct_change_monthly_SNAP_2016,economic_distress_rank_2016,pct_any_mental_illness_2016,pct_serious_mental_illness_2016,cancer_death_rate_2016,death_rate_2016,cvs_death_rate_2016,firearm_death_rate_2016,opioid_od_death_rate_2016,all_drug_od_death_rate_2016,flu_pna_death_2016,pct_smoke_2016,pct_reported_poor_health_2016,expansion_2017,total_medicaid_enroll_2017,expansion_group_enrolled_2017,expansion_group_newly_eligible_enrolled_2017,hosp_expense_inpatient_day_2016,hosp_rate_gov_hosp_2016,hosp_rate_nonprofit_hosp_2016,hosp_rate_forprofit_hosp_2016,hosp_rate_total_2016,pct_uninsured_2013,pct_uninsured_2016,pct_change_uninsured_2013_2016,herfindahl_hirschman_Index_2016,market_share_largest_insure_2016,no_insure_.5._mark_share_2016,gross_margins_per_member_2016,total_pc_hpsa_2017,pop_hpsa_2017,pct_needs_met_2017,no_practitioners_needed_2017,pct_hdhp_2017,avg_fam_prem_employee_cont_2016,avg_fam_prem_employer_cont_2016,avg_fam_prem_total_2016,avg_sing_prem_employee_cont_2016,avg_sing_prem_employer_cont_2016,avg_sing_prem_total_2016,hc_exp_per_cap_2014,avg_bench_mktplace_prem,pct_pot_mkt_pop_enrol_2016,no_insur_provid_2016,insur_spend_per_cap_2014,pct_not_hav_pcp_2016,quality_rank_2016,quality_value_2016,no_pcp_2018,no_specialist_2018,no_total_md_2018,pop_2016.y,land_area,pop_density,pct_disability_2016,num_gov_beds_2016,num_non_profit_beds_2016,num_for_profit_beds_2016,num_total_beds_2016,no_pcp_per_pop,no_specialists_per_pop,no_total_md_pop,rx_opioid_deaths_16,pct_no_place_care_2014
Illinois,IL,1523,3.5,"Coventry Health Care of Illinois, Inc.",HMO/POS,Yes,4,2.5,3,Commercial,Coventry,2016,12607400,24,10,12,26,13,15,93,49,51,0.61,0.14,0.17,0.06,NA,NA,0.01,12.23,14.78,27.439999999999998,45.550000000000004,61386,5.800000000000001,1914393,4245,703,-5.3,-3.6999999999999997,17,15.5,3.6999999999999997,163.5,724.3,165.7,11.7,15.3,18.9,14.5,15.8,18,1,2944000,690400,662200,2431.11,24,472,41,538,18.3,9.3,-9,4529,66,4,-8,234,3847031,57.43000000000001,527,48.9,5085,13425,18510,1488,4780,6268,8262,255,40,7,4875,17.9,26,0.084,21721,21155,42876,12607400,55593,226.7803500440703,11.1,0.1,2.1,0.2,2.5,1.7228770404682963,1.6779827720227802,3.4008598124910767,1267,16.900000000000002
Illinois,IL,1622,3.5,Health Alliance Medical Plans,PPO,Yes,3,3.5,3,Commercial,Health Alliance,2016,12607400,24,10,12,26,13,15,93,49,51,0.61,0.14,0.17,0.06,NA,NA,0.01,12.23,14.78,27.439999999999998,45.550000000000004,61386,5.800000000000001,1914393,4245,703,-5.3,-3.6999999999999997,17,15.5,3.6999999999999997,163.5,724.3,165.7,11.7,15.3,18.9,14.5,15.8,18,1,2944000,690400,662200,2431.11,24,472,41,538,18.3,9.3,-9,4529,66,4,-8,234,3847031,57.43000000000001,527,48.9,5085,13425,18510,1488,4780,6268,8262,255,40,7,4875,17.9,26,0.084,21721,21155,42876,12607400,55593,226.7803500440703,11.1,0.1,2.1,0.2,2.5,1.7228770404682963,1.6779827720227802,3.4008598124910767,1267,16.900000000000002
Illinois,IL,1720,3.5,"Health Alliance Midwest, Inc.",PPO,Yes,3,3.5,3,Commercial,Health Alliance,2016,12607400,24,10,12,26,13,15,93,49,51,0.61,0.14,0.17,0.06,NA,NA,0.01,12.23,14.78,27.439999999999998,45.550000000000004,61386,5.800000000000001,1914393,4245,703,-5.3,-3.6999999999999997,17,15.5,3.6999999999999997,163.5,724.3,165.7,11.7,15.3,18.9,14.5,15.8,18,1,2944000,690400,662200,2431.11,24,472,41,538,18.3,9.3,-9,4529,66,4,-8,234,3847031,57.43000000000001,527,48.9,5085,13425,18510,1488,4780,6268,8262,255,40,7,4875,17.9,26,0.084,21721,21155,42876,12607400,55593,226.7803500440703,11.1,0.1,2.1,0.2,2.5,1.7228770404682963,1.6779827720227802,3.4008598124910767,1267,16.900000000000002
Illinois,IL,1818,3.5,Humana Insurance Company (Illinois),PPO,Yes,3,3.5,3,Commercial,Humana,2016,12607400,24,10,12,26,13,15,93,49,51,0.61,0.14,0.17,0.06,NA,NA,0.01,12.23,14.78,27.439999999999998,45.550000000000004,61386,5.800000000000001,1914393,4245,703,-5.3,-3.6999999999999997,17,15.5,3.6999999999999997,163.5,724.3,165.7,11.7,15.3,18.9,14.5,15.8,18,1,2944000,690400,662200,2431.11,24,472,41,538,18.3,9.3,-9,4529,66,4,-8,234,3847031,57.43000000000001,527,48.9,5085,13425,18510,1488,4780,6268,8262,255,40,7,4875,17.9,26,0.084,21721,21155,42876,12607400,55593,226.7803500440703,11.1,0.1,2.1,0.2,2.5,1.7228770404682963,1.6779827720227802,3.4008598124910767,1267,16.900000000000002
Illinois,IL,1917,3.5,"UnitedHealthcare Plan of the River Valley, Inc.",HMO/POS,Yes,3.5,2.5,3,Commercial,United,2016,12607400,24,10,12,26,13,15,93,49,51,0.61,0.14,0.17,0.06,NA,NA,0.01,12.23,14.78,27.439999999999998,45.550000000000004,61386,5.800000000000001,1914393,4245,703,-5.3,-3.6999999999999997,17,15.5,3.6999999999999997,163.5,724.3,165.7,11.7,15.3,18.9,14.5,15.8,18,1,2944000,690400,662200,2431.11,24,472,41,538,18.3,9.3,-9,4529,66,4,-8,234,3847031,57.43000000000001,527,48.9,5085,13425,18510,1488,4780,6268,8262,255,40,7,4875,17.9,26,0.084,21721,21155,42876,12607400,55593,226.7803500440703,11.1,0.1,2.1,0.2,2.5,1.7228770404682963,1.6779827720227802,3.4008598124910767,1267,16.900000000000002
Illinois,IL,2014,3.5,"UnitedHealthcare Services Company of the River Valley, Inc.",HMO/POS,Yes,3.5,2.5,3,Commercial,United,2016,12607400,24,10,12,26,13,15,93,49,51,0.61,0.14,0.17,0.06,NA,NA,0.01,12.23,14.78,27.439999999999998,45.550000000000004,61386,5.800000000000001,1914393,4245,703,-5.3,-3.6999999999999997,17,15.5,3.6999999999999997,163.5,724.3,165.7,11.7,15.3,18.9,14.5,15.8,18,1,2944000,690400,662200,2431.11,24,472,41,538,18.3,9.3,-9,4529,66,4,-8,234,3847031,57.43000000000001,527,48.9,5085,13425,18510,1488,4780,6268,8262,255,40,7,4875,17.9,26,0.084,21721,21155,42876,12607400,55593,226.7803500440703,11.1,0.1,2.1,0.2,2.5,1.7228770404682963,1.6779827720227802,3.4008598124910767,1267,16.900000000000002
Illinois,IL,2114,3,Aetna Health Inc. (Pennsylvania) - Illinois,HMO/POS,Yes,2,2,2.5,Commercial,Aetna,2016,12607400,24,10,12,26,13,15,93,49,51,0.61,0.14,0.17,0.06,NA,NA,0.01,12.23,14.78,27.439999999999998,45.550000000000004,61386,5.800000000000001,1914393,4245,703,-5.3,-3.6999999999999997,17,15.5,3.6999999999999997,163.5,724.3,165.7,11.7,15.3,18.9,14.5,15.8,18,1,2944000,690400,662200,2431.11,24,472,41,538,18.3,9.3,-9,4529,66,4,-8,234,3847031,57.43000000000001,527,48.9,5085,13425,18510,1488,4780,6268,8262,255,40,7,4875,17.9,26,0.084,21721,21155,42876,12607400,55593,226.7803500440703,11.1,0.1,2.1,0.2,2.5,1.7228770404682963,1.6779827720227802,3.4008598124910767,1267,16.900000000000002
Illinois,IL,2213,3,Coventry Health and Life Insurance Company (Illinois),PPO,Yes,3,2.5,2.5,Commercial,Coventry,2016,12607400,24,10,12,26,13,15,93,49,51,0.61,0.14,0.17,0.06,NA,NA,0.01,12.23,14.78,27.439999999999998,45.550000000000004,61386,5.800000000000001,1914393,4245,703,-5.3,-3.6999999999999997,17,15.5,3.6999999999999997,163.5,724.3,165.7,11.7,15.3,18.9,14.5,15.8,18,1,2944000,690400,662200,2431.11,24,472,41,538,18.3,9.3,-9,4529,66,4,-8,234,3847031,57.43000000000001,527,48.9,5085,13425,18510,1488,4780,6268,8262,255,40,7,4875,17.9,26,0.084,21721,21155,42876,12607400,55593,226.7803500440703,11.1,0.1,2.1,0.2,2.5,1.7228770404682963,1.6779827720227802,3.4008598124910767,1267,16.900000000000002
Illinois,IL,2310,3,"Coventry Health Care of Illinois, Inc.",PPO,Yes,3,2.5,2.5,Commercial,Coventry,2016,12607400,24,10,12,26,13,15,93,49,51,0.61,0.14,0.17,0.06,NA,NA,0.01,12.23,14.78,27.439999999999998,45.550000000000004,61386,5.800000000000001,1914393,4245,703,-5.3,-3.6999999999999997,17,15.5,3.6999999999999997,163.5,724.3,165.7,11.7,15.3,18.9,14.5,15.8,18,1,2944000,690400,662200,2431.11,24,472,41,538,18.3,9.3,-9,4529,66,4,-8,234,3847031,57.43000000000001,527,48.9,5085,13425,18510,1488,4780,6268,8262,255,40,7,4875,17.9,26,0.084,21721,21155,42876,12607400,55593,226.7803500440703,11.1,0.1,2.1,0.2,2.5,1.7228770404682963,1.6779827720227802,3.4008598124910767,1267,16.900000000000002
Illinois,IL,2410,3,"Humana Health Plan, Inc. (Illinois)",HMO/POS,Yes,2.5,3,2.5,Commercial,Humana,2016,12607400,24,10,12,26,13,15,93,49,51,0.61,0.14,0.17,0.06,NA,NA,0.01,12.23,14.78,27.439999999999998,45.550000000000004,61386,5.800000000000001,1914393,4245,703,-5.3,-3.6999999999999997,17,15.5,3.6999999999999997,163.5,724.3,165.7,11.7,15.3,18.9,14.5,15.8,18,1,2944000,690400,662200,2431.11,24,472,41,538,18.3,9.3,-9,4529,66,4,-8,234,3847031,57.43000000000001,527,48.9,5085,13425,18510,1488,4780,6268,8262,255,40,7,4875,17.9,26,0.084,21721,21155,42876,12607400,55593,226.7803500440703,11.1,0.1,2.1,0.2,2.5,1.7228770404682963,1.6779827720227802,3.4008598124910767,1267,16.900000000000002
Illinois,IL,259,3,"United Healthcare Services, Inc (Illinois)",PPO,Yes,3,2.5,2.5,Commercial,United,2016,12607400,24,10,12,26,13,15,93,49,51,0.61,0.14,0.17,0.06,NA,NA,0.01,12.23,14.78,27.439999999999998,45.550000000000004,61386,5.800000000000001,1914393,4245,703,-5.3,-3.6999999999999997,17,15.5,3.6999999999999997,163.5,724.3,165.7,11.7,15.3,18.9,14.5,15.8,18,1,2944000,690400,662200,2431.11,24,472,41,538,18.3,9.3,-9,4529,66,4,-8,234,3847031,57.43000000000001,527,48.9,5085,13425,18510,1488,4780,6268,8262,255,40,7,4875,17.9,26,0.084,21721,21155,42876,12607400,55593,226.7803500440703,11.1,0.1,2.1,0.2,2.5,1.7228770404682963,1.6779827720227802,3.4008598124910767,1267,16.900000000000002
Illinois,IL,268,3,UnitedHealthcare Insurance Company (Illinois),PPO,Yes,3,2.5,2.5,Commercial,United,2016,12607400,24,10,12,26,13,15,93,49,51,0.61,0.14,0.17,0.06,NA,NA,0.01,12.23,14.78,27.439999999999998,45.550000000000004,61386,5.800000000000001,1914393,4245,703,-5.3,-3.6999999999999997,17,15.5,3.6999999999999997,163.5,724.3,165.7,11.7,15.3,18.9,14.5,15.8,18,1,2944000,690400,662200,2431.11,24,472,41,538,18.3,9.3,-9,4529,66,4,-8,234,3847031,57.43000000000001,527,48.9,5085,13425,18510,1488,4780,6268,8262,255,40,7,4875,17.9,26,0.084,21721,21155,42876,12607400,55593,226.7803500440703,11.1,0.1,2.1,0.2,2.5,1.7228770404682963,1.6779827720227802,3.4008598124910767,1267,16.900000000000002
Illinois,IL,277,3,UnitedHealthcare Insurance Company of Illinois,PPO,Yes,3,2.5,2.5,Commercial,United,2016,12607400,24,10,12,26,13,15,93,49,51,0.61,0.14,0.17,0.06,NA,NA,0.01,12.23,14.78,27.439999999999998,45.550000000000004,61386,5.800000000000001,1914393,4245,703,-5.3,-3.6999999999999997,17,15.5,3.6999999999999997,163.5,724.3,165.7,11.7,15.3,18.9,14.5,15.8,18,1,2944000,690400,662200,2431.11,24,472,41,538,18.3,9.3,-9,4529,66,4,-8,234,3847031,57.43000000000001,527,48.9,5085,13425,18510,1488,4780,6268,8262,255,40,7,4875,17.9,26,0.084,21721,21155,42876,12607400,55593,226.7803500440703,11.1,0.1,2.1,0.2,2.5,1.7228770404682963,1.6779827720227802,3.4008598124910767,1267,16.900000000000002
Illinois,IL,285,2.5,"Cigna HealthCare of St. Louis, Inc.",HMO/POS,Yes,2.5,2,1.5,Commercial,Cigna,2016,12607400,24,10,12,26,13,15,93,49,51,0.61,0.14,0.17,0.06,NA,NA,0.01,12.23,14.78,27.439999999999998,45.550000000000004,61386,5.800000000000001,1914393,4245,703,-5.3,-3.6999999999999997,17,15.5,3.6999999999999997,163.5,724.3,165.7,11.7,15.3,18.9,14.5,15.8,18,1,2944000,690400,662200,2431.11,24,472,41,538,18.3,9.3,-9,4529,66,4,-8,234,3847031,57.43000000000001,527,48.9,5085,13425,18510,1488,4780,6268,8262,255,40,7,4875,17.9,26,0.084,21721,21155,42876,12607400,55593,226.7803500440703,11.1,0.1,2.1,0.2,2.5,1.7228770404682963,1.6779827720227802,3.4008598124910767,1267,16.900000000000002
Indiana,IN,938,4,"Blue Cross and Blue Shield of Illinois, a Division of Health Care Service Corporation",HMO,Yes,3,3.5,3.5,Commercial,Blue,2016,6503200,26,9,12,25,13,15,97,49,51,0.81,0.09,0.06,0.02,NA,NA,0.02,11.959999999999999,17.47,32.129999999999995,38.45,56094,4.3,741610,4735,1213,-1.5,-11.200000000000001,31,19.5,4.8,172.5,835,180.6,15,12.6,24,12.6,21.099999999999998,18.5,1,1314600,412700,265800,2357.27,70,386,72,528,19.3,10.8,-8.5,2302,33,5,36,159,3259892,78.36999999999999,234,59.599999999999994,4175,13821,17996,1289,4841,6130,8300,282,35,7,4078,18.3,39,-0.372,8040,8667,16707,6503200,35870,181.2991357680513,13.8,0.4,1.8,0.4,2.6,1.236314429819166,1.3327285028908846,2.5690429327100506,495,14.799999999999999
Indiana,IN,1037,3.5,Aetna Life Insurance Company (Indiana),PPO,Yes,4,2.5,2.5,Commercial,Aetna,2016,6503200,26,9,12,25,13,15,97,49,51,0.81,0.09,0.06,0.02,NA,NA,0.02,11.959999999999999,17.47,32.129999999999995,38.45,56094,4.3,741610,4735,1213,-1.5,-11.200000000000001,31,19.5,4.8,172.5,835,180.6,15,12.6,24,12.6,21.099999999999998,18.5,1,1314600,412700,265800,2357.27,70,386,72,528,19.3,10.8,-8.5,2302,33,5,36,159,3259892,78.36999999999999,234,59.599999999999994,4175,13821,17996,1289,4841,6130,8300,282,35,7,4078,18.3,39,-0.372,8040,8667,16707,6503200,35870,181.2991357680513,13.8,0.4,1.8,0.4,2.6,1.236314429819166,1.3327285028908846,2.5690429327100506,495,14.799999999999999
Indiana,IN,1134,3.5,"Anthem Insurance Companies, Inc. dba Anthem Blue Cross and Blue Shield in Indiana",PPO,Yes,3,3.5,3,Commercial,Anthem,2016,6503200,26,9,12,25,13,15,97,49,51,0.81,0.09,0.06,0.02,NA,NA,0.02,11.959999999999999,17.47,32.129999999999995,38.45,56094,4.3,741610,4735,1213,-1.5,-11.200000000000001,31,19.5,4.8,172.5,835,180.6,15,12.6,24,12.6,21.099999999999998,18.5,1,1314600,412700,265800,2357.27,70,386,72,528,19.3,10.8,-8.5,2302,33,5,36,159,3259892,78.36999999999999,234,59.599999999999994,4175,13821,17996,1289,4841,6130,8300,282,35,7,4078,18.3,39,-0.372,8040,8667,16707,6503200,35870,181.2991357680513,13.8,0.4,1.8,0.4,2.6,1.236314429819166,1.3327285028908846,2.5690429327100506,495,14.799999999999999
Indiana,IN,1232,3,Aetna Health Inc. (Pennsylvania) - Illinois,HMO/POS,Yes,2,2,2.5,Commercial,Aetna,2016,6503200,26,9,12,25,13,15,97,49,51,0.81,0.09,0.06,0.02,NA,NA,0.02,11.959999999999999,17.47,32.129999999999995,38.45,56094,4.3,741610,4735,1213,-1.5,-11.200000000000001,31,19.5,4.8,172.5,835,180.6,15,12.6,24,12.6,21.099999999999998,18.5,1,1314600,412700,265800,2357.27,70,386,72,528,19.3,10.8,-8.5,2302,33,5,36,159,3259892,78.36999999999999,234,59.599999999999994,4175,13821,17996,1289,4841,6130,8300,282,35,7,4078,18.3,39,-0.372,8040,8667,16707,6503200,35870,181.2991357680513,13.8,0.4,1.8,0.4,2.6,1.236314429819166,1.3327285028908846,2.5690429327100506,495,14.799999999999999
Indiana,IN,1331,3,Aetna Health Inc. (Pennsylvania) - Ohio,HMO/POS,Yes,2.5,2.5,2.5,Commercial,Aetna,2016,6503200,26,9,12,25,13,15,97,49,51,0.81,0.09,0.06,0.02,NA,NA,0.02,11.959999999999999,17.47,32.129999999999995,38.45,56094,4.3,741610,4735,1213,-1.5,-11.200000000000001,31,19.5,4.8,172.5,835,180.6,15,12.6,24,12.6,21.099999999999998,18.5,1,1314600,412700,265800,2357.27,70,386,72,528,19.3,10.8,-8.5,2302,33,5,36,159,3259892,78.36999999999999,234,59.599999999999994,4175,13821,17996,1289,4841,6130,8300,282,35,7,4078,18.3,39,-0.372,8040,8667,16707,6503200,35870,181.2991357680513,13.8,0.4,1.8,0.4,2.6,1.236314429819166,1.3327285028908846,2.5690429327100506,495,14.799999999999999
Indiana,IN,1428,3,"United Healthcare Services, Inc (Indiana)",PPO,Yes,3,2.5,2.5,Commercial,United,2016,6503200,26,9,12,25,13,15,97,49,51,0.81,0.09,0.06,0.02,NA,NA,0.02,11.959999999999999,17.47,32.129999999999995,38.45,56094,4.3,741610,4735,1213,-1.5,-11.200000000000001,31,19.5,4.8,172.5,835,180.6,15,12.6,24,12.6,21.099999999999998,18.5,1,1314600,412700,265800,2357.27,70,386,72,528,19.3,10.8,-8.5,2302,33,5,36,159,3259892,78.36999999999999,234,59.599999999999994,4175,13821,17996,1289,4841,6130,8300,282,35,7,4078,18.3,39,-0.372,8040,8667,16707,6503200,35870,181.2991357680513,13.8,0.4,1.8,0.4,2.6,1.236314429819166,1.3327285028908846,2.5690429327100506,495,14.799999999999999
Indiana,IN,1526,3,UnitedHealthcare Insurance Company (Indiana),PPO,Yes,3,2.5,2.5,Commercial,United,2016,6503200,26,9,12,25,13,15,97,49,51,0.81,0.09,0.06,0.02,NA,NA,0.02,11.959999999999999,17.47,32.129999999999995,38.45,56094,4.3,741610,4735,1213,-1.5,-11.200000000000001,31,19.5,4.8,172.5,835,180.6,15,12.6,24,12.6,21.099999999999998,18.5,1,1314600,412700,265800,2357.27,70,386,72,528,19.3,10.8,-8.5,2302,33,5,36,159,3259892,78.36999999999999,234,59.599999999999994,4175,13821,17996,1289,4841,6130,8300,282,35,7,4078,18.3,39,-0.372,8040,8667,16707,6503200,35870,181.2991357680513,13.8,0.4,1.8,0.4,2.6,1.236314429819166,1.3327285028908846,2.5690429327100506,495,14.799999999999999
Indiana,IN,1723,2.5,"Anthem Insurance Companies, Inc. dba Anthem Blue Cross and Blue Shield in Indiana",HMO,Yes,2.5,2,2,Commercial,Anthem,2016,6503200,26,9,12,25,13,15,97,49,51,0.81,0.09,0.06,0.02,NA,NA,0.02,11.959999999999999,17.47,32.129999999999995,38.45,56094,4.3,741610,4735,1213,-1.5,-11.200000000000001,31,19.5,4.8,172.5,835,180.6,15,12.6,24,12.6,21.099999999999998,18.5,1,1314600,412700,265800,2357.27,70,386,72,528,19.3,10.8,-8.5,2302,33,5,36,159,3259892,78.36999999999999,234,59.599999999999994,4175,13821,17996,1289,4841,6130,8300,282,35,7,4078,18.3,39,-0.372,8040,8667,16707,6503200,35870,181.2991357680513,13.8,0.4,1.8,0.4,2.6,1.236314429819166,1.3327285028908846,2.5690429327100506,495,14.799999999999999
Indiana,IN,1821,2.5,Cigna Health and Life Insurance Company - Indiana,PPO,Yes,3.5,1.5,2,Commercial,Cigna,2016,6503200,26,9,12,25,13,15,97,49,51,0.81,0.09,0.06,0.02,NA,NA,0.02,11.959999999999999,17.47,32.129999999999995,38.45,56094,4.3,741610,4735,1213,-1.5,-11.200000000000001,31,19.5,4.8,172.5,835,180.6,15,12.6,24,12.6,21.099999999999998,18.5,1,1314600,412700,265800,2357.27,70,386,72,528,19.3,10.8,-8.5,2302,33,5,36,159,3259892,78.36999999999999,234,59.599999999999994,4175,13821,17996,1289,4841,6130,8300,282,35,7,4078,18.3,39,-0.372,8040,8667,16707,6503200,35870,181.2991357680513,13.8,0.4,1.8,0.4,2.6,1.236314429819166,1.3327285028908846,2.5690429327100506,495,14.799999999999999
Indiana,IN,1920,2.5,Connecticut General Life Insurance Company - Indiana,PPO,Yes,3.5,1.5,2,Commercial,Connecticut General,2016,6503200,26,9,12,25,13,15,97,49,51,0.81,0.09,0.06,0.02,NA,NA,0.02,11.959999999999999,17.47,32.129999999999995,38.45,56094,4.3,741610,4735,1213,-1.5,-11.200000000000001,31,19.5,4.8,172.5,835,180.6,15,12.6,24,12.6,21.099999999999998,18.5,1,1314600,412700,265800,2357.27,70,386,72,528,19.3,10.8,-8.5,2302,33,5,36,159,3259892,78.36999999999999,234,59.599999999999994,4175,13821,17996,1289,4841,6130,8300,282,35,7,4078,18.3,39,-0.372,8040,8667,16707,6503200,35870,181.2991357680513,13.8,0.4,1.8,0.4,2.6,1.236314429819166,1.3327285028908846,2.5690429327100506,495,14.799999999999999
Iowa,IA,941,4.5,"Gundersen Health Plan, Inc.",HMO,Yes,3,4,4,Commercial,Other,2016,3106200,24,10,13,23,14.000000000000002,16,97,50,50,0.86,0.03,0.06,0.02,NA,NA,0.02,9.959999999999999,16.16,31.630000000000003,42.24,59094,3.5999999999999996,380705,7367,1453,16.8,-1.5,3,17.4,3.9,159.8,721.1,162.8,9.2,6.2,10.6,11.6,16.7,13.900000000000002,1,594900,150000,139300,1517.18,185,422,7,615,12.4,5.800000000000001,-6.6000000000000005,5020,66,3,16,132,726989,62.21,98,58.8,4306,11817,16123,1259,4634,5893,8200,300,20,4,4076,16.6,17,0.343,4376,4082,8458,3106200,55875,55.59194630872483,12,0.9,2.1,0,3,1.4087953126006052,1.3141459017448973,2.7229412143455027,136,12.4
Iowa,IA,1040,4.5,HealthPartners Administrators Inc.,HMO/POS/PPO,Yes,4,4,4.5,Commercial,Other,2016,3106200,24,10,13,23,14.000000000000002,16,97,50,50,0.86,0.03,0.06,0.02,NA,NA,0.02,9.959999999999999,16.16,31.630000000000003,42.24,59094,3.5999999999999996,380705,7367,1453,16.8,-1.5,3,17.4,3.9,159.8,721.1,162.8,9.2,6.2,10.6,11.6,16.7,13.900000000000002,1,594900,150000,139300,1517.18,185,422,7,615,12.4,5.800000000000001,-6.6000000000000005,5020,66,3,16,132,726989,62.21,98,58.8,4306,11817,16123,1259,4634,5893,8200,300,20,4,4076,16.6,17,0.343,4376,4082,8458,3106200,55875,55.59194630872483,12,0.9,2.1,0,3,1.4087953126006052,1.3141459017448973,2.7229412143455027,136,12.4
Iowa,IA,1137,4.5,"Wellmark Health Plan of Iowa, Inc.",HMO/POS,Yes,3.5,4,4,Commercial,Other,2016,3106200,24,10,13,23,14.000000000000002,16,97,50,50,0.86,0.03,0.06,0.02,NA,NA,0.02,9.959999999999999,16.16,31.630000000000003,42.24,59094,3.5999999999999996,380705,7367,1453,16.8,-1.5,3,17.4,3.9,159.8,721.1,162.8,9.2,6.2,10.6,11.6,16.7,13.900000000000002,1,594900,150000,139300,1517.18,185,422,7,615,12.4,5.800000000000001,-6.6000000000000005,5020,66,3,16,132,726989,62.21,98,58.8,4306,11817,16123,1259,4634,5893,8200,300,20,4,4076,16.6,17,0.343,4376,4082,8458,3106200,55875,55.59194630872483,12,0.9,2.1,0,3,1.4087953126006052,1.3141459017448973,2.7229412143455027,136,12.4
Iowa,IA,1235,4,"Health Alliance Midwest, Inc.",HMO/POS,Yes,3.5,3.5,3.5,Commercial,Health Alliance,2016,3106200,24,10,13,23,14.000000000000002,16,97,50,50,0.86,0.03,0.06,0.02,NA,NA,0.02,9.959999999999999,16.16,31.630000000000003,42.24,59094,3.5999999999999996,380705,7367,1453,16.8,-1.5,3,17.4,3.9,159.8,721.1,162.8,9.2,6.2,10.6,11.6,16.7,13.900000000000002,1,594900,150000,139300,1517.18,185,422,7,615,12.4,5.800000000000001,-6.6000000000000005,5020,66,3,16,132,726989,62.21,98,58.8,4306,11817,16123,1259,4634,5893,8200,300,20,4,4076,16.6,17,0.343,4376,4082,8458,3106200,55875,55.59194630872483,12,0.9,2.1,0,3,1.4087953126006052,1.3141459017448973,2.7229412143455027,136,12.4
Iowa,IA,1334,4,"Medical Associates Health Plan, Inc. Special Project: Accreditation",HMO/POS,Yes,4,3.5,4,Commercial,Other,2016,3106200,24,10,13,23,14.000000000000002,16,97,50,50,0.86,0.03,0.06,0.02,NA,NA,0.02,9.959999999999999,16.16,31.630000000000003,42.24,59094,3.5999999999999996,380705,7367,1453,16.8,-1.5,3,17.4,3.9,159.8,721.1,162.8,9.2,6.2,10.6,11.6,16.7,13.900000000000002,1,594900,150000,139300,1517.18,185,422,7,615,12.4,5.800000000000001,-6.6000000000000005,5020,66,3,16,132,726989,62.21,98,58.8,4306,11817,16123,1259,4634,5893,8200,300,20,4,4076,16.6,17,0.343,4376,4082,8458,3106200,55875,55.59194630872483,12,0.9,2.1,0,3,1.4087953126006052,1.3141459017448973,2.7229412143455027,136,12.4
Iowa,IA,1431,4,Sanford Health Plan,HMO,Yes,3,3,4,Commercial,Other,2016,3106200,24,10,13,23,14.000000000000002,16,97,50,50,0.86,0.03,0.06,0.02,NA,NA,0.02,9.959999999999999,16.16,31.630000000000003,42.24,59094,3.5999999999999996,380705,7367,1453,16.8,-1.5,3,17.4,3.9,159.8,721.1,162.8,9.2,6.2,10.6,11.6,16.7,13.900000000000002,1,594900,150000,139300,1517.18,185,422,7,615,12.4,5.800000000000001,-6.6000000000000005,5020,66,3,16,132,726989,62.21,98,58.8,4306,11817,16123,1259,4634,5893,8200,300,20,4,4076,16.6,17,0.343,4376,4082,8458,3106200,55875,55.59194630872483,12,0.9,2.1,0,3,1.4087953126006052,1.3141459017448973,2.7229412143455027,136,12.4
Iowa,IA,1529,3.5,"United Healthcare Services, Inc (Iowa)",PPO,Yes,3,3,3,Commercial,United,2016,3106200,24,10,13,23,14.000000000000002,16,97,50,50,0.86,0.03,0.06,0.02,NA,NA,0.02,9.959999999999999,16.16,31.630000000000003,42.24,59094,3.5999999999999996,380705,7367,1453,16.8,-1.5,3,17.4,3.9,159.8,721.1,162.8,9.2,6.2,10.6,11.6,16.7,13.900000000000002,1,594900,150000,139300,1517.18,185,422,7,615,12.4,5.800000000000001,-6.6000000000000005,5020,66,3,16,132,726989,62.21,98,58.8,4306,11817,16123,1259,4634,5893,8200,300,20,4,4076,16.6,17,0.343,4376,4082,8458,3106200,55875,55.59194630872483,12,0.9,2.1,0,3,1.4087953126006052,1.3141459017448973,2.7229412143455027,136,12.4
